"year","month","capacity","complete","generated_el","time","parent_company","op_time","area","area3","plant_1","wind","Hydro","photovoltaic","Fossil.fuel","big_five","yearmonth","bf_covid","type_of_p","af_covid","new_case"
17,5,9.9,1780,0.771,778.687,"else",0,"忻州市繁峙县","xinzhou","hanzhuangfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,10,1860,0.835,834.5,"国家电投集团公司",2016,"朔州市神头区","shuozhou","chenguangguangfu",0,0,1,0,1,"May 2017","1","photovoltaic","0",0
17,5,10,1310,0.535,534.9,"协鑫集团",2014,"运城市郊区","yuncheng","yuanxinguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,120,60320,15.953,1329.45,"大唐集团公司",0,"运城市芮城县","yuncheng","fenglingdudianchang",0,0,0,1,1,"May 2017","1","fossil-fuel","0",0
17,5,5,700,0.278,555.8,"中节能太阳能科技有限公司",2016,"晋中市榆次区","jinzhong","yuanxinguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,120,32020,15.211,1267.6,"京能集团",0,"长治市郊","changzhi","zhangshanerqi",0,0,0,1,0,"May 2017","1","fossil-fuel","0",0
17,5,5,820,0.368,736.8,"else",2016,"临汾市襄汾县","linfen","huoshigouguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,2,200,0.074,370.5,"同煤集团",2018,"大同市云岗区","datong","suolaguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,9.9,2120,0.909,918.586,"else",0,"朔州市右玉县","shuozhou","niuxinbaofengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,70,22800,11.349,1621.329,"中国华电集团",2015,"朔州市朔城区","shuozhou","jinhuadianchang",0,0,0,1,1,"May 2017","1","fossil-fuel","0",0
17,5,40,0,6.112,1528.025,"同煤集团",0,"朔州市怀仁市","shuozhou","wangpingdianchang",0,0,0,1,0,"May 2017","1","fossil-fuel","0",0
17,5,9.9,1540,0.838,846.364,"北京天润新能源",0,"运城市夏县","yuncheng","yaotaishanfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,19.65,3520,1.772,901.679,"else",0,"大同市广灵县","datong","diandingshanfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,120,25060,8.414,701.183,"国电集团公司",0,"临汾市霍州市","linfen","huozhoudianchang",0,0,0,1,1,"May 2017","1","fossil-fuel","0",0
17,5,4.95,950,0.425,858.182,"else",0,"朔州市平鲁区","shuozhou","baiyushanfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,14.55,2380,1.228,843.918,"else",0,"忻州市神池县","xinzhou","bayeliangfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,9.9,1950,0.716,722.828,"华润集团",2017,"临汾市浮山县","linfen","yingfenglingfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,4.8,1070,0.498,1036.458,"else",0,"朔州市朔城区","shuozhou","jinjiawafengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,3,150,0.056,186,"上海斯能投资有限公司",2017,"晋中市昔阳县","jinzhong","hufengguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,4.8,1220,0.555,1156.458,"else",0,"忻州市宁武县","xinzhou","pandaoliangfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,10,1910,0.84,839.5,"else",0,"朔州市平鲁区","shuozhou","yingyaoshanfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,2,340,0.159,793.5,"大唐集团公司",2016,"朔州市朔城区","shuozhou","pengboyuguangfu",0,0,1,0,1,"May 2017","1","photovoltaic","0",0
17,5,4.95,850,0.422,853.535,"else",0,"忻州市神池县","xinzhou","huanghuamufengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,120,63090,14.061,1171.783,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,1,"May 2017","1","fossil-fuel","0",0
17,5,42,2920,3.458,823.429,"else",0,"忻州市河曲县","xinzhou","longkoushuidian",0,1,0,0,0,"May 2017","1","hydro","0",0
17,5,9.9,2130,1.041,1051.616,"华润集团",2013,"大同市阳高县","datong","fufenglingfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,3,480,0.194,647.667,"同煤集团",0,"长治市平顺县","changzhi","longxiguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,14.85,2640,1.149,773.535,"else",0,"晋中市榆次区","jinzhong","laoqianshanfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,4.8,1000,0.311,647.917,"大唐集团公司",2017,"临汾市洪洞县","linfen","qinglongshanfengdianchang",1,0,0,0,1,"May 2017","1","wind","0",0
17,5,19.8,3870,1.581,798.687,"else",0,"朔州市右玉县","shuozhou","gaojiabaofengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,10,2120,0.888,888.1,"国家电投集团公司",2017,"晋中市介休市","jinzhong","mujiazhuangfengdianchang",1,0,0,0,1,"May 2017","1","wind","0",0
17,5,1.5,220,0.1,663.333,"中广核集团",2017,"阳泉市盂县","yangquan","guantouliangguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,27,8690,6.172,2286,"阳煤集团",0,"阳泉市平定县","yangquan","longchuandianchang",0,0,0,0,0,"May 2017","1","photovoltaic","0",0
17,5,10,2640,1.366,1365.7,"焦煤集团",0,"太原市万柏林区","taiyuan","xishandianchang",0,0,0,1,0,"May 2017","1","fossil-fuel","0",0
17,5,4.8,880,0.508,1057.708,"else",0,"忻州市神池县","xinzhou","aitefengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,4.875,740,0.289,593.026,"else",0,"朔州市平鲁区","shuozhou","baihubaofengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,60,0,6.627,1104.433,"晋能集团",0,"晋中市清徐县","jinzhong","meijindianchang",0,0,0,1,0,"May 2017","1","fossil-fuel","0",0
17,5,27,5280,3.06,1133.444,"晋煤集团",0,"长治市武乡县","changzhi","jinyangdianchang",0,0,0,1,0,"May 2017","1","fossil-fuel","0",0
17,5,10,1620,0.737,737.4,"京能集团",2016,"大同市南郊区","datong","jiaoxinguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,4.95,1240,0.644,1301.01,"else",0,"朔州市山阴县","shuozhou","lianchengfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,5,910,0.37,740,"else",2016,"朔州市右玉县","shuozhou","yingliguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,9.85,1150,0.649,659.086,"else",0,"运城市平陆县","yuncheng","fengkoufengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,4.95,540,0.054,109.899,"国电集团公司",2017,"忻州市偏关县","xinzhou","yinzijufengdianchang",1,0,0,0,1,"May 2017","1","wind","0",0
17,5,2,110,0.043,214,"华能集团公司",2017,"忻州市偏关县","xinzhou","yanyangguangfu",0,0,1,0,1,"May 2017","1","photovoltaic","0",0
17,5,10,1740,0.752,752,"同煤集团",2017,"运城市垣曲县","yuncheng","lanlingguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,5,720,0.28,560.2,"中国节能环保集团",2017,"吕梁市汾阳市","luliang","jiexinguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,0.5,80,0.034,684,"晋能集团",2016,"朔州市平鲁区","shuozhou","zuhuguangfu",0,0,1,0,0,"May 2017","1","photovoltaic","0",0
17,5,19.65,3770,1.683,856.387,"else",0,"晋中市昔阳县","jinzhong","hutoushanfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,66,14730,10.374,1571.742,"国电集团公司",0,"晋中市榆次区","jinzhong","rongchengdianchang",0,0,0,1,1,"May 2017","1","fossil-fuel","0",0
17,5,4.95,910,0.414,836.162,"else",0,"阳泉市","yangquan","tuolingfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,4.95,810,0.364,735.354,"else",0,"忻州市宁武县","xinzhou","xiejiapingfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,2,230,0.133,664,"华能集团公司",2016,"大同市天镇县","datong","jiaoyangguangfu",0,0,1,0,1,"May 2017","1","photovoltaic","0",0
17,5,24.9,4070,1.965,789.237,"else",0,"朔州市平鲁区","shuozhou","jiangjiapingfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,9.75,1920,0.708,726.154,"else",0,"朔州市右玉县","shuozhou","tieshanbaofengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,5,128,34840,16.699,1304.594,"晋能集团",0,"阳泉市平定县","yangquan","yangguangdianchang",0,0,0,1,0,"May 2017","1","fossil-fuel","0",0
17,5,4.8,1360,0.607,1263.542,"else",0,"忻州市宁武县","xinzhou","xiangjiashanfengdianchang",1,0,0,0,0,"May 2017","1","wind","0",0
17,6,54,4620,3.119,577.685,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,0,"Jun 2017","1","hydro","0",0
17,6,3,420,0.226,752.333,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,86,17100,19.642,2283.895,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,1,"Jun 2017","1","fossil-fuel","0",0
17,6,11.78,1190,1.07,908.574,"中广核集团",2014,"阳泉市盂县","yangquan","dongliangfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,14.85,1100,1.218,820.471,"华能集团公司",2011,"忻州市宁武县","xinzhou","dongmafangfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,5,540,0.268,535.4,"国家电投集团公司",2017,"运城市稷山县","yuncheng","zhongnengdaguangfu",0,0,1,0,1,"Jun 2017","1","photovoltaic","0",0
17,6,5,660,0.37,740.6,"上实航天星河能源股份有限公司",2017,"大同市广灵县","datong","fengzhuangguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,4.95,1480,0.735,1485.657,"中国华电集团有限公司",2015,"运城市盐湖区","yuncheng","jiuhefengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,44,0,6.856,1558.136,"大唐集团公司",2003,"大同市平城区","datong","yungangyiqi",0,0,0,1,1,"Jun 2017","1","fossil-fuel","0",0
17,6,60,20940,12.522,2087.033,"大唐集团公司",2009,"大同市平城区","datong","yungangerqi",0,0,0,1,1,"Jun 2017","1","fossil-fuel","0",0
17,6,27,10600,4.922,1823.074,"中煤集团",2011,"大同市南郊区","datong","yunfengdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,4.95,1160,0.725,1463.838,"北京天润新能",2013,"运城市平陆县","yuncheng","yungaisifengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,9.9,860,0.939,948.687,"国家电投集团",2011,"忻州市繁峙县","xinzhou","yunwuyufengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,12,1170,1.107,922.25,"大唐集团公司",2008,"大同市左云县","datong","wulushanfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,66,23790,10.346,1567.606,"京能集团",2012,"朔州市右玉县","shuozhou","jingyudianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,10,4520,2.925,2924.6,"焦煤集团",2015,"晋中市灵石县","jinzhong","qiyuandianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,4.95,500,0.528,1066.263,"河北建设投资集团有限责任公司",2016,"大同市灵丘县","datong","yijiadianfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,27,5360,3.847,1424.852,"潞安集团",0,"长治市屯留县","changzhi","yuwudianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,3,390,0.228,759.667,"协鑫集团",2017,"临汾市古县","linfen","jiashengguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,1,150,0.093,934,"else",2017,"吕梁市交城县","luliang","yuankeguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,60,8870,9.76,1626.683,"格盟集团公司",2005,"临汾市霍州县","linfen","zhaoguangyiqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,120,49460,20.72,1726.658,"格盟集团公司",2009,"临汾市霍州县","linfen","zhaoguangerqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,40,0,5.372,1342.925,"else",0,"运城市盐湖区","yuncheng","guanlvdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,60,790,8.51,1418.3,"中煤集团",2010,"吕梁市孝义市","luliang","xingandianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,60,600,10.403,1733.8,"焦煤集团",2005,"太原市古交市","taiyuan","xingnengyiqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,120,31970,22.052,1837.675,"焦煤集团",2008,"太原市古交市","taiyuan","xingnengerqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,9.15,1880,1.042,1139.344,"北京天润新能源",2014,"运城市绛县","yuncheng","lengkoufengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,4.95,580,0.605,1222.424,"京能集团公司",2016,"大同市左云县","datong","liangchengfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,4.95,320,0.356,720,"大唐集团公司",2013,"大同市浑源县","datong","lingyunkoufengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,19.95,2280,1.77,887.118,"大唐集团公司",2012,"太原市娄烦县","taiyuan","liminfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,4.8,790,0.668,1391.667,"国家能源集团",2014,"忻州市定襄县","xinzhou","jinfengfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,9.9,1120,0.86,868.687,"国电集团公司",2012,"忻州市定襄县","xinzhou","beishanfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,6.95,1010,0.753,1083.597,"中广核集团",2014,"运城市芮城县","yuncheng","shilipingfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,120,62110,23.715,1976.233,"格盟集团公司",2005,"吕梁市柳林县","luliang","huaguangdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,5,90,0.237,473.2,"else",2019,"大同市开发区","datong","huayuedianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,60,25550,17.838,2972.983,"中铝集团",2005,"运城市河津市","yuncheng","huazedianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,12,1300,1.2,999.583,"华润集团",2015,"忻州市原平县","xinzhou","zhuofenglingfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,29.85,3380,2.604,872.328,"国电集团公司",2012,"忻州市静乐县","xinzhou","nanhuashanfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,15,1850,1.413,942.2,"北京天润新能",2015,"朔州市平鲁区","shuozhou","wolongdongfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,15,1460,1.371,914.267,"国家能源集团",2014,"忻州市静乐县","xinzhou","shuangjingfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,2,240,0.127,634,"协鑫集团",2016,"临汾市安泽县","linfen","huaiguguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,1,120,0.088,876,"else",0,"朔州市右玉县","shuozhou","youyuguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,4.8,820,0.672,1400.417,"else",0,"大同市左云县","datong","motianlingfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,86,4720,17.929,2084.767,"晋能集团",0,"太原市小店区","taiyuan","xinjiaranqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,10,1540,0.882,882.4,"国家电投集团公司",2017,"朔州市山阴县","shuozhou","heshengbaoguangfu",0,0,1,0,1,"Jun 2017","1","photovoltaic","0",0
17,6,20,0,3.85,1925.25,"else",0,"大同市云岗区","datong","tongmeidianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,10,1540,0.927,927.3,"协鑫集团",2017,"大同市大同县","datong","tongxinguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,4.8,410,0.32,666.875,"大唐集团公司",2015,"朔州市应县","shuozhou","houhaifengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,5,660,0.356,712.4,"华润集团",2016,"大同市新荣区","datong","qixinguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,10,1310,0.803,802.6,"同煤集团",2017,"朔州市右玉县","shuozhou","hexuguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,10,2730,1.498,1498.3,"else",2019,"运城市河津市","yuncheng","guzhendianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,60,28440,12.853,2142.167,"晋能集团",2016,"吕梁市汾阳县","luliang","guofengdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,70,19040,11.98,1711.386,"晋能集团",2016,"吕梁市文水县","luliang","guojindianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,6,860,0.5,834.167,"晋能集团",2013,"朔州市应县","shuozhou","jinghuiguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,6,0,0.511,852.167,"阳煤集团",0,"阳泉市郊","yangquan","guoyangdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,4.95,540,0.432,872.323,"大唐集团公司",2015,"朔州市应县","shuozhou","shengshuitangfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,9.9,1550,1.244,1256.263,"else",0,"大同市广灵县","datong","yuemingshanfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,9.9,1830,1.687,1703.838,"else",0,"大同市广灵县","datong","wanghufengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,252,107330,38.553,1529.877,"else",0,"大同市云岗区","datong","tashandianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,29.85,3960,3.074,1029.648,"北京天润新能投资有限公司",2012,"朔州市平鲁区","shuozhou","dashantaifengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,9.9,1070,1.217,1229.697,"华润集团",2012,"朔州市平鲁区","shuozhou","daliangshanfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,27,0,2.912,1078.481,"else",0,"大同市平城区","datong","danengdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,12.8,3010,2.132,1666.016,"晋能集团",0,"忻州市保德县","xinzhou","tianqiaoshuidian",0,1,0,0,0,"Jun 2017","1","hydro","0",0
17,6,60,0,0,0,"else",0,"太原市晋源区","taiyuan","taiyiwuqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,60,0,4.432,738.6,"else",0,"太原市晋源区","taiyuan","taiyiliuqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,66,9890,10.541,1597.182,"大唐集团公司",0,"太原市尖草坪区","taiyuan","taierqiqi",0,0,0,1,1,"Jun 2017","1","fossil-fuel","0",0
17,6,60,24750,16.412,2735.267,"大唐集团公司",0,"太原市尖草坪区","taiyuan","taierliuqi",0,0,0,1,1,"Jun 2017","1","fossil-fuel","0",0
17,6,60,0,0,0,"else",0,"太原市尖草坪区","taiyuan","taiersi、wuqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,3,380,0.224,746.333,"江苏爱康实业集团",2017,"吕梁市孝义市","luliang","taiziguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,24.9,1780,1.928,774.337,"国电集团公司",2013,"长治市沁源县","changzhi","taiyueshanfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,5,570,0.278,556.4,"潞安集团",2016,"运城市河津市","yuncheng","fananguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,14.95,1700,1.523,1018.462,"华能集团公司",2013,"忻州市神池县","xinzhou","taipingzhuangfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,60,33560,20.754,3459.067,"else",0,"太原市尖草坪区","taiyuan","taigangdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,4.95,340,0.297,600.404,"else",0,"朔州市右玉县","shuozhou","weipingfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,4.95,390,0.332,671.515,"国家能源集团",2012,"忻州市静乐县","xinzhou","suopofengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,10,0,0,0,"else",0,"运城市永济市","yuncheng","yongji#2ji",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,5,720,0.393,785.2,"else",2016,"运城市芮城县","yuncheng","jienengguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,30,11640,5.449,1816.4,"中煤集团",0,"晋中市昔阳县","jinzhong","anpingdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,60,15610,9.27,1545.083,"格盟集团公司",0,"吕梁市柳林县","luliang","hongguangdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,70,29090,14.08,2011.429,"格盟集团公司",2015,"阳泉市","yangquan","heguangdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,4.8,220,0.352,734.375,"国电集团公司",2017,"晋中市平遥县","jinzhong","baotashanfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,27,7120,4.462,1652.407,"潞安集团",0,"长治市屯留县","changzhi","ronghaidianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,9.9,960,1.003,1012.929,"大唐集团公司",2012,"大同市浑源县","datong","mimazongliangfengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,9.9,860,1.078,1088.788,"河北建设投资集团有限责任公司",2012,"大同市灵丘县","datong","hanfenglingfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,60,16850,11.477,1912.9,"大唐集团公司",0,"晋城市高平市","jincheng","hexidianchang",0,0,0,1,1,"Jun 2017","1","fossil-fuel","0",0
17,6,12,8190,4.809,4007.5,"晋煤集团",0,"晋城市泽州县","jincheng","sihemeicengqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,4.125,190,0.177,429.333,"else",0,"朔州市右玉县","shuozhou","xiaowutaifengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,9.7,860,0.951,980.515,"格盟集团公司",2009,"大同市新荣区","datong","xiaoyaoshanfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,3,390,0.201,671,"科林环保装备股份有限公司",2017,"临汾市古县","linfen","shangjiaguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,4.95,200,0.387,782.02,"else",0,"长治市平顺县","changzhi","hongtiguanfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,60,11140,10.504,1750.667,"同煤集团",0,"临汾市侯马市","linfen","huibindianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,6,350,0.115,191.167,"山煤集团",2018,"大同市灵丘县","datong","shanmeiguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,4.95,310,0.455,920.202,"else",0,"朔州市平鲁区","shuozhou","baiyushanfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,66,17560,11.462,1736.697,"晋能集团",0,"长治市长子县","changzhi","lanshuidianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,10,1500,0.899,898.6,"三峡集团",2016,"晋中市榆社县","jinzhong","xiadianguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,4.95,400,0.55,1111.919,"else",0,"忻州市神池县","xinzhou","elingfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,14.95,1510,1.389,928.963,"国电集团公司",2015,"忻州市定襄县","xinzhou","fengyuefengdianchang",1,0,0,0,1,"Jun 2017","1","wind","0",0
17,6,20.95,2180,1.623,774.797,"晋能集团",2015,"朔州市平鲁县","shuozhou","songlinshanfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,120,62200,23.244,1937.025,"华能集团公司",0,"晋中市左权县","jinzhong","zuoquandianchang",0,0,0,1,1,"Jun 2017","1","fossil-fuel","0",0
17,6,10,1490,0.903,903,"else",2017,"大同市新荣区","datong","changlianguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,10,3900,1.409,1408.5,"格盟集团公司",0,"朔州市朔城区","shuozhou","pingshuoyiqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,60,30520,12.082,2013.733,"格盟集团公司",0,"朔州市朔城区","shuozhou","pingshuoerqi",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,5,620,0.428,855.2,"晶澳太阳能",2016,"大同市南郊区","datong","aonengguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,5,750,0.444,887.2,"else",2016,"临汾市襄汾县","linfen","huoshigouguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,9.75,1130,0.938,962.051,"大唐集团公司",0,"忻州市岢岚县","xinzhou","yanjiacunfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,9.9,1290,1.038,1048.586,"else",0,"朔州市右玉县","shuozhou","niuxinbaofengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,97,0,9.165,944.887,"中国华电集团",0,"忻州市忻府区","xinzhou","guangyuyiqi",0,0,0,1,1,"Jun 2017","1","fossil-fuel","0",0
17,6,60,0,8.899,1483.183,"格盟集团公司",0,"晋中市榆次区","jinzhong","ruiguangdianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,19.65,1680,1.94,987.023,"else",0,"大同市广灵县","datong","diandingshanfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,1,140,0.094,943,"山西国际能源集团",2016,"大同市新荣区","datong","changjialingguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,9.9,990,0.91,919.192,"else",0,"朔州市右玉县","shuozhou","zongleshanfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,66,0,8.753,1326.182,"同煤集团",0,"大同市浑源县","datong","hengbeidianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,20,2420,2.007,1003.55,"上海斯能投资有限公司",2018,"朔州市右玉县","shuozhou","sinengfengdianchang",1,0,0,0,0,"Jun 2017","1","wind","0",0
17,6,10,2650,1.467,1466.9,"焦煤集团",0,"吕梁市方山县","luliang","fangshandianchang",0,0,0,1,0,"Jun 2017","1","fossil-fuel","0",0
17,6,17.5,610,0.291,166.171,"晋能集团",2017,"晋中市太谷区","jinzhong","xushengguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
17,6,4,0,0,0,"else",2017,"长治市潞城县","changzhi","shengyangguangfu",0,0,1,0,0,"Jun 2017","1","photovoltaic","0",0
