"year","month","capacity","complete","generated_el","time","parent_company","op_time","area","area3","plant_1","wind","Hydro","photovoltaic","Fossil.fuel","big_five","yearmonth","bf_covid","type_of_p","af_covid","new_case"
18,10,3.5,490,0.373,1065.14,"else",2017,"朔州市右玉县","shuozhou","guyaoguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,1,150,0.058,581.04,"晋能集团",2017,"朔州市右玉县","shuozhou","youweiguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,4.95,360,0.597,1206.56,"江苏新誉集团",2017,"朔州市右玉县","shuozhou","youyuweiping",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.12,380,0.356,862.22,"晋能集团",2008,"朔州市右玉县","shuozhou","youyuxiaowutai",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,1980,1.814,1831.97,"晋能集团",2015,"朔州市右玉县","shuozhou","youyuzongleshan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,2200,2.029,2049.16,"北京天润新能",2011,"朔州市右玉县","shuozhou","youyuniuxinbao",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,14.85,2610,2.351,1583.46,"国电集团公司",2010,"朔州市右玉县","shuozhou","youyulaoqianshan",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,9.75,1670,1.613,1654.55,"中广核集团",2013,"朔州市右玉县","shuozhou","youyutieshanbao",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,19.8,3100,3.282,1657.62,"国电集团公司",2011,"朔州市右玉县","shuozhou","youyugaojiabao",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1550,1.425,1424.67,"国家电投集团公司",2017,"朔州市山阴县","shuozhou","heshengbaoguangfu",0,0,1,0,1,"Oct 2018","1","photovoltaic","0",0
18,10,20,5710,4.901,2450.35,"else",0,"大同市云岗区","datong","tongmeidianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1290,1.137,1136.51,"协鑫集团",2017,"大同市大同县","datong","tongxinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,4,590,0.519,1298.28,"else",2017,"长治市潞城县","changzhi","shengyangguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,4.8,780,0.698,1453.46,"大唐集团公司",2015,"朔州市应县","shuozhou","houhaifengdianchang",1,0,0,0,1,"Oct 2018","1","wind","0",0
18,10,5,740,0.634,1268.49,"华润集团",2016,"大同市新荣区","datong","qixinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,3,80,0.042,338.27,"else",2018,"运城市临猗县","yuncheng","zhoujiayaoguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,10,1480,1.233,1233.46,"同煤集团",2017,"朔州市右玉县","shuozhou","hexuguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,10,1370,1.048,1048.28,"协鑫集团",2017,"晋中市和顺县","jinzhong","hexinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,10,0,0,0,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,3,450,0.15,1196.29,"偏关县穆勒四通光伏发电有限公司",2018,"忻州市偏关县","xinzhou","sitongguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,35,26740,13.166,3761.83,"else",0,"吕梁市临县","luliang","huilongtaredian",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1880,2.988,2988.36,"else",2019,"运城市河津市","yuncheng","guzhendianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,21410,22.227,3704.55,"晋能集团",2016,"吕梁市汾阳县","luliang","guofengdianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,70,8820,27.142,3877.42,"晋能集团",2016,"吕梁市文水县","luliang","guojindianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,6,0,0.805,1342.12,"阳煤集团",0,"阳泉市郊","yangquan","guoyangdianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.95,890,0.896,1810.68,"大唐集团公司",2015,"朔州市应县","shuozhou","shengshuitangfengdianchang",1,0,0,0,1,"Oct 2018","1","wind","0",0
18,10,5,260,0.087,348.8,"潞安集团",2018,"阳泉市郊区","yangquan","chengxinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,252,86140,104.269,4137.64,"else",0,"大同市云岗区","datong","tashandianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,2050,2.159,2180.88,"北京天润新能源",2014,"运城市夏县","yuncheng","yaotaishanfengdianchang",1,0,0,0,0,"Oct 2018","1","wind","0",0
18,10,27,0,1.633,604.98,"else",0,"大同市平城区","datong","danengdianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,12.8,7960,5.152,4025.2,"晋能集团",0,"忻州市保德县","xinzhou","tianqiaoshuidian",0,1,0,0,0,"Oct 2018","1","hydro","0",0
18,10,5,0,0.881,1761.88,"else",0,"晋中市灵石县","jinzhong","tianshidianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,2110,1.911,1930.14,"else",0,"大同市天镇县","datong","tianzhendaliangshan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,2020,1.799,1817.02,"华能集团公司",2012,"大同市天镇县","datong","tianzhenwujiashan",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,2160,2.177,2199.32,"华润集团",2014,"大同市天镇县","datong","tianzhenshengfengling",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,0,0,0,"else",0,"太原市晋源区","taiyuan","taiyiwuqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,0,0,0,"else",0,"太原市晋源区","taiyuan","taiyiliuqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,66,25000,22.18,3360.68,"大唐集团公司",0,"太原市尖草坪区","taiyuan","taierqiqi",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,60,25300,27.676,4612.63,"大唐集团公司",0,"太原市尖草坪区","taiyuan","taierliuqi",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,60,0,0,0,"else",0,"太原市尖草坪区","taiyuan","taiersi、wuqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,28380,23.777,3962.87,"华能集团公司",0,"晋中市榆社县","jinzhong","yushedianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,3,400,0.341,1135.17,"江苏爱康实业集团",2017,"吕梁市孝义市","luliang","taiziguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,60,34910,30.58,5096.63,"else",0,"太原市尖草坪区","taiyuan","taigangdianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,36,490,0.409,113.58,"晋能集团",2018,"晋中市灵石县","jinzhong","sunjiashanguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,15,2680,0.851,1134.09,"else",0,"运城市垣曲县","yuncheng","mengjiashanfengdianchang",1,0,0,0,0,"Oct 2018","1","wind","0",0
18,10,10,1430,1.378,1377.56,"协鑫集团",2015,"长治市沁源县","changzhi","xuexinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,14.85,3090,2.806,1889.72,"else",0,"忻州市宁武县","xinzhou","ningwudongmafang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,0,0,0,"else",0,"运城市永济市","yuncheng","yongji#2ji",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.8,1250,1.179,2456.97,"else",2015,"忻州市宁武县","xinzhou","ningwumotianling",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.8,1330,1.205,2510.63,"晋能集团",2014,"忻州市宁武县","xinzhou","ningwupandaoliang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.8,1250,1.243,2589.36,"中国光大新能源",2015,"忻州市宁武县","xinzhou","ningwuxiangjiashan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,5,770,0.685,1369.98,"东方日升新能源股份有限公司",2017,"运城市芮城县","yuncheng","baoshengguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,4.8,900,0.86,1791.34,"国电集团公司",2017,"晋中市平遥县","jinzhong","baotashanfengdianchang",1,0,0,0,1,"Oct 2018","1","wind","0",0
18,10,10,1670,1.299,1298.98,"同煤集团",2017,"运城市绛县","yuncheng","fujiashanfengdianchang",1,0,0,0,0,"Oct 2018","1","wind","0",0
18,10,12,8590,8.197,6830.68,"晋煤集团",0,"晋城市泽州县","jincheng","sihemeicengqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,22850,23.882,3980.27,"大唐集团公司",0,"晋城市高平市","jincheng","hexidianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,3,430,0.333,1111.12,"科林环保装备股份有限公司",2017,"临汾市古县","linfen","shangjiaguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,60,18540,25.001,4166.83,"格盟集团公司",0,"晋中市榆次区","jinzhong","ruiguangdianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,3,50,0.007,59.97,"else",2018,"忻州市保德县","xinzhou","yaogetaiguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,6,1300,0.853,1421.26,"山煤集团",2018,"大同市灵丘县","datong","shanmeiguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,14.85,3280,3.373,2271.47,"同煤集团",2012,"朔州市山阴县","shuozhou","shanyinzhinvquan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,2,220,0.208,1038.48,"协鑫集团",2016,"临汾市安泽县","linfen","huaiguguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,4.95,3040,2.777,5610.73,"山阴县联成风能有限责任公司",2014,"朔州市山阴县","shuozhou","shanyinliancheng",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,14.95,2200,2.533,1694.6,"else",0,"大同市浑源县","datong","hunyuanfengyue",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,5,550,0.215,858.98,"潞安集团",2018,"运城市芮城县","yuncheng","yongxinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,3,260,0.056,376.49,"潞安集团",2018,"长治市武乡县","changzhi","yongliangguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,9.6,2020,1.737,1809.08,"国家电投集团公司",2017,"吕梁市岚县","luliang","lanxianhekou",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,3,320,0.337,1123.1,"山东润峰集团",2017,"运城市万荣县","yuncheng","runhengguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,66,9740,23.685,3588.61,"晋能集团",0,"长治市长子县","changzhi","lanshuidianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.95,1060,0.94,1898.15,"国电集团公司",2015,"忻州市岢岚县","xinzhou","kelantuoling",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,10,920,0.548,547.83,"三峡集团",2017,"长治市平顺县","changzhi","xiaxinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,10,1460,1.409,1409.47,"三峡集团",2016,"晋中市榆社县","jinzhong","xiadianguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,3,370,0.103,687.87,"青岛城市建设投资〔集团〕有限责任公司",2018,"临汾市隰县","linfen","chuankouguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,12,1100,0.825,687.87,"else",0,"大同市左云县","datong","zuoyunwulushan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1310,1.095,1094.86,"协鑫集团",2014,"运城市郊区","yuncheng","yuanxinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,120,61390,48.257,4021.41,"华能集团公司",0,"晋中市左权县","jinzhong","zuoquandianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,60,15260,25.581,4263.52,"京能集团",0,"长治市郊","changzhi","zhangshanyiqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1520,1.399,1399.27,"else",2017,"大同市新荣区","datong","changlianguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,120,52190,45.574,3797.81,"京能集团",0,"长治市郊","changzhi","zhangshanerqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,0,0,0,"格盟集团公司",0,"朔州市朔城区","shuozhou","pingshuoyiqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,16770,23.219,3869.76,"格盟集团公司",0,"朔州市朔城区","shuozhou","pingshuoerqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.95,1390,1.473,2975.74,"else",0,"运城市平陆县","yuncheng","pingluyungaisi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.6,1460,1.989,2071.81,"中广核集团",2013,"运城市平陆县","yuncheng","pinglutenghui",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.85,1640,1.871,1899.66,"凯迪生态环境科技股份有限公司",2010,"运城市平陆县","yuncheng","pinglufengkou",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,7.95,1100,1.147,1443.32,"大唐集团公司",2014,"长治市平顺县","changzhi","pingshunhongtiguan",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,1900,1.797,1815.12,"else",0,"朔州市平鲁区","shuozhou","pinglubeishan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,5,740,0.674,1347.06,"else",2016,"临汾市襄汾县","linfen","huoshigouguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,29.95,5330,4.781,1596.39,"else",0,"朔州市平鲁区","shuozhou","pingluwolongdong",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,29.85,6080,6.335,2122.28,"else",0,"朔州市平鲁区","shuozhou","pingludashantai",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,20.95,3390,3.584,1710.52,"else",0,"朔州市平鲁区","shuozhou","pinglusonglinshan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,1650,1.723,1739.9,"晋能集团",2014,"朔州市平鲁区","shuozhou","pingluyufeng",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.95,980,0.908,1835.04,"大唐集团公司",2015,"朔州市平鲁区","shuozhou","pinglubaiyushan",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,24.9,7050,6.677,2681.49,"北京天润新能",2015,"朔州市平鲁区","shuozhou","pinglujiangjiaping",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,19.65,4010,4.067,2069.91,"国电集团公司",2011,"朔州市平鲁区","shuozhou","pingluhutoushan",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1300,0.756,755.65,"特变电工",2017,"运城市盐湖区","yuncheng","texinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,4.88,680,0.671,1376.62,"晋能集团",2009,"朔州市平鲁区","shuozhou","pinglubaihubao",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1980,2.029,2028.5,"上海斯能投资有限公司",2016,"朔州市平鲁区","shuozhou","pingluyingyaoshan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,5,750,0.617,1234.37,"国家电投集团公司",2017,"临汾市乡宁县","linfen","yuhuangdingguangfu",0,0,1,0,1,"Oct 2018","1","photovoltaic","0",0
18,10,27,6390,5.313,1967.89,"中国华电集团",0,"忻州市忻府区","xinzhou","guangyuyiqi",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,70,24370,32.306,4615.19,"中国华电集团",0,"忻州市忻府区","xinzhou","guangyuerqi",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,4.8,670,0.961,2001.3,"else",0,"大同市广灵县","datong","guanglingjinfeng",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,5590,3.752,3790.33,"山西广灵润广卧羊场风力发电有限公司",2015,"大同市广灵县","datong","guanglingwanghu",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,19.65,3340,3.041,1547.66,"中国华电集团",2011,"大同市广灵县","datong","guanglingdiandingshan",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,2180,1.99,2009.62,"else",0,"大同市阳高县","datong","yanggaofufengling",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,20,5630,1.957,978.74,"else",0,"吕梁市柳林县","luliang","liulindianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,120,46000,49.012,4084.33,"国电集团公司",0,"临汾市霍州市","linfen","huozhoudianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,66,16650,18.297,2772.21,"同煤集团",0,"大同市浑源县","datong","hengbeidianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1580,1.169,1169.42,"国家电投集团公司",2017,"临汾市乡宁县","linfen","touxinguangfu",0,0,1,0,1,"Oct 2018","1","photovoltaic","0",0
18,10,86,4800,12.496,1453.04,"晋能集团",0,"太原市小店区","taiyuan","xinjiaranqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,2360,2.029,2049.15,"华润集团",2017,"临汾市浮山县","linfen","yingfenglingfengdianchang",1,0,0,0,0,"Oct 2018","1","wind","0",0
18,10,9.7,1610,1.552,1599.86,"else",0,"大同市新荣区","datong","xinrongxiaoyaoshan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1740,1.131,1130.61,"焦煤集团",0,"吕梁市方山县","luliang","fangshandianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,17.5,2690,2.455,1402.99,"晋能集团",2017,"晋中市太谷区","jinzhong","xushengguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,3,510,0.176,1404.07,"右玉县西口新能源科技有限公司",2018,"朔州市右玉县","shuozhou","wangshunguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,6,620,0.61,1016.46,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,20,3920,3.671,1835.28,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,27,0,0,0,"神华集团",0,"忻州市保德县","xinzhou","shendongdianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,3,440,0.358,1193.07,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,60,15610,25.83,4305.01,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,5,650,0.651,1302.55,"特变电工",2017,"长治市沁源县","changzhi","huiyuanguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,5,700,0.511,1021.17,"常州天合",2017,"运城市万荣县","yuncheng","shengxinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,120,56660,50.082,4173.51,"国家电投集团公司",0,"朔州市神头镇","shuozhou","shenquandianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,5,690,0.579,1158.77,"else",2017,"运城市平陆县","yuncheng","jingqiaoguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,1,270,0.182,1820.95,"通威新能源有限公司",2017,"晋城市泽州县","jincheng","jingyaoguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,6,690,0.743,1238.43,"晋能集团",2013,"朔州市应县","shuozhou","jinghuiguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,10,620,0.542,541.57,"else",2017,"朔州市朔城区","shuozhou","kexinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,3,210,0.025,167.76,"同煤集团",2017,"晋中市昔阳县","jinzhong","quyuguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,5,700,0.593,1185.58,"中核集团",2015,"忻州市忻府区","xinzhou","caozhangguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,12.6,2470,3.484,2765.22,"else",0,"晋中市介休市","jinzhong","chaoyangranqi",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,5.2,50,0.008,35.83,"else",2018,"太原市娄烦县","taiyuan","dujiaoquguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,3,10,0.005,38.56,"中国电力建设集团",2018,"晋中市平遥县","jinzhong","linpoguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,3,330,0.162,1083.28,"顺宇洁能科技有限公司",2018,"临汾市翼城县","linfen","baiyuguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,9.9,1480,1.505,1520,"华能集团公司",2014,"忻州市繁峙县","xinzhou","fansihanzhuang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,9.9,1840,1.553,1568.72,"else",0,"忻州市繁峙县","xinzhou","fanzhiyunwuyu",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,17760,18.191,3031.88,"同煤集团",0,"临汾市侯马市","linfen","huibindianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,9.15,1860,2.006,2192.89,"北京天润新能源",2014,"运城市绛县","yuncheng","lengkoufengdianchang",1,0,0,0,0,"Oct 2018","1","wind","0",0
18,10,5,780,0.695,1390.6,"山西绿能星能源发展有限公司",2019,"吕梁市岚县","luliang","lvnengguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,10,1400,1.3,1299.89,"中广核集团",2016,"太原市阳曲县","taiyuan","heguangguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,10,1330,1.055,1054.98,"中广核集团",2018,"阳泉市平定县","yangquan","hexinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,27,10050,6.018,2228.71,"中煤集团",0,"朔州市朔城区","shuozhou","geruitedianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,20950,15.094,2515.74,"晋能集团",0,"晋中市清徐县","jinzhong","meijindianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,70,27580,28.441,4063.05,"神华集团",0,"忻州市河曲县","xinzhou","louziyingdianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,5,530,0.46,919.04,"潞安集团",2016,"运城市河津市","yuncheng","fananguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,3,280,0.33,1100.14,"上海斯能投资有限公司",2017,"晋中市昔阳县","jinzhong","hufengguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,5,720,0.663,1326.79,"浙江正泰新能源开发有限公司",2016,"大同市南郊区","datong","zhengtaiguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,10,630,0.274,273.59,"航天机电",2017,"忻州市忻府区","xinzhou","hangxinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,120,29130,45.311,3775.91,"焦煤集团",0,"长治市武乡县","changzhi","wuxiangdianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,5,2980,2.071,4141.24,"国家电力投资集团有限公司",2017,"运城市垣曲县","yuncheng","maojiawanfengdianchang",1,0,0,0,1,"Oct 2018","1","wind","0",0
18,10,5,610,0.553,1105.28,"中国节能环保集团",2017,"吕梁市汾阳市","luliang","jiexinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,5,620,0.485,970.76,"中民新能投资集团有限公司",2018,"阳泉市平定县","yangquan","minxinguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,5,620,0.595,1189.45,"华能集团公司",2017,"晋中市榆社县","jinzhong","haobeiguangfu",0,0,1,0,1,"Oct 2018","1","photovoltaic","0",0
18,10,10,0,0,0,"else",0,"运城市永济市","yuncheng","yongjidianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,3100,2.76,2759.65,"else",0,"朔州市朔城区","shuozhou","yonghaodianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,84,12690,17.628,2098.58,"同煤集团",0,"长治市郊区","changzhi","zhangzedianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,60,15380,20.309,3384.81,"同煤集团",0,"临汾市襄汾县","linfen","fenzedianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,24.9,4610,3.628,1456.85,"else",0,"长治市沁县","changzhi","qinxiantaiyueshan",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,66,22100,28.929,4383.15,"国电集团公司",0,"晋中市榆次区","jinzhong","rongchengdianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,4.8,1070,0.833,1736.13,"大唐集团公司",2016,"忻州市代县","xinzhou","gouzhangfengdianchang",1,0,0,0,1,"Oct 2018","1","wind","0",0
18,10,70,19370,15.268,2181.21,"格盟集团公司",2015,"阳泉市","yangquan","heguangdianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,4.99,850,0.386,1327.25,"国家电力投资集团有限公司",2018,"吕梁市岚县","luliang","hekoufengdianchang（dayingpo）",1,0,0,0,1,"Oct 2018","1","wind","0",0
18,10,30,0,0,0,"格盟集团",2017,"阳泉市城区","yangquan","hepodianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,1.95,520,0.43,2207.09,"华润集团",2013,"朔州市山阴县","shuozhou","jinfenglingfengdianchang",1,0,0,0,0,"Oct 2018","1","wind","0",0
18,10,240,113730,108.993,4541.36,"神华集团",0,"忻州市河曲县","xinzhou","hequdianchang",0,0,0,1,1,"Oct 2018","1","fossil-fuel","0",0
18,10,70,28760,24.707,3529.59,"同煤集团",0,"运城市河津市","yuncheng","hejindianchang",0,0,0,1,0,"Oct 2018","1","fossil-fuel","0",0
18,10,10,1540,1.399,1399.33,"同煤集团",2017,"运城市垣曲县","yuncheng","lanlingguangfu",0,0,1,0,0,"Oct 2018","1","photovoltaic","0",0
18,10,2,300,0.266,1332.35,"大唐集团公司",2016,"朔州市朔城区","shuozhou","pengboyuguangfu",0,0,1,0,1,"Oct 2018","1","photovoltaic","0",0
