"","plant","capacity","designed_capacity","complete","generated_el","time","month","year","parent_company","op_time"
"450","华岳电厂",10,5.2,0.233,1.53,2941.788,12,"17","else",2019
"451","华岳电厂",10,5.2,0.085,0.321,617.885,7,"17","else",2019
"452","华岳电厂",10,5.2,0.258,1.062,2042.365,10,"17","else",2019
"453","华岳电厂",5,5,0.009,0.237,473.2,6,"17","else",2019
"454","华岳电厂",10,5.2,0.086,0.407,782.308,8,"17","else",2019
"11581","华岳电厂",10,10,0.076,0.897,897.08,4,"18","else",2019
"11591","华岳电厂",10,10,0.048,0.392,392,5,"19","else",2019
"11601","华岳电厂",10,10,0.044,0.571,571,9,"19","else",2019
"11611","华岳电厂",10,10,0.049,0.344,344,4,"19","else",2019
"11621","华岳电厂",10,10,0.044,0.436,436,6,"19","else",2019
"11631","华岳电厂",10,10,0.113,1.109,1108.53,12,"18","else",2019
"11641","华岳电厂",10,10,0.05,0.621,621,10,"19","else",2019
"11651","华岳电厂",10,10,0.092,0.713,713,11,"19","else",2019
"11661","华岳电厂",10,10,0.378,0.378,378.24,1,"18","else",2019
"11671","华岳电厂",10,10,0.111,0.252,252,2,"20","else",2019
"11681","华岳电厂",10,10,0.124,0.124,124,1,"19","else",2019
"11691","华岳电厂",10,10,0.022,0.919,919.15,10,"18","else",2019
"11701","华岳电厂",10,10,0.212,0.591,590.73,2,"18","else",2019
"11711","华岳电厂",10,10,0,0.897,897.08,5,"18","else",2019
"11721","华岳电厂",10,10,0.072,0.295,295,3,"19","else",2019
"11731","华岳电厂",10,10,0.05,0.383,382.69,4,"20","else",2019
"11741","华岳电厂",10,10,0.231,0.821,821.43,3,"18","else",2019
"11751","华岳电厂",10,10,0.099,0.222,223,2,"19","else",2019
"11761","华岳电厂",10,10,0.045,0.526,527,8,"19","else",2019
"11771","华岳电厂",10,10,0,0.897,897.08,7,"18","else",2019
"11781","华岳电厂",10,10,0,0.897,897.08,8,"18","else",2019
"11791","华岳电厂",10,10,0.141,0.141,141,1,"20","else",2019
"11801","华岳电厂",10,10,0.046,0.481,482,7,"19","else",2019
"11811","华岳电厂",10,10,0.132,0.845,844.904,12,"19","else",2019
"1182","华岳电厂",10,10,0,0.897,897.08,6,"18","else",2019
"1183","华岳电厂",10,10,0,0.897,897.27,9,"18","else",2019
"1184","华岳电厂",10,10,0.081,0.333,333,3,"20","else",2019
"1185","华岳电厂",10,10,0.046,0.428,428.5,5,"20","else",2019
"1186","华岳电厂",10,10,0.076,0.996,995.55,11,"18","else",2019
"1187","华岳电厂",10,10,0.044,0.473,472.86,6,"20","else",2019
"1188","华昌光伏",5,5,0.001,0.001,1.05,6,"20","else",NA
"455","华泽电厂",60,60,3.653,21.491,3581.833,7,"17","中铝集团",2005
"456","华泽电厂",60,60,2.668,24.159,4026.5,8,"17","中铝集团",2005
"457","华泽电厂",60,60,2.871,6.037,1006.167,2,"17","中铝集团",2005
"458","华泽电厂",60,60,2.555,17.838,2972.983,6,"17","中铝集团",2005
"459","华泽电厂",60,60,2.791,35.517,5919.483,12,"16","中铝集团",2005
"460","华泽电厂",60,60,2.913,32.541,5423.547,12,"17","中铝集团",2005
"461","华泽电厂",60,60,3.712,13.356,2226.017,4,"17","中铝集团",2005
"462","华泽电厂",60,60,1.914,27.705,4617.519,10,"17","中铝集团",2005
"463","华泽电厂",60,60,1.927,15.283,2547.2,5,"17","中铝集团",2005
"464","华泽电厂",60,60,1.923,29.628,4938.015,11,"17","中铝集团",2005
"465","华泽电厂",60,60,3.607,9.645,1607.417,3,"17","中铝集团",2005
"466","华泽电厂",60,60,3.166,3.166,527.65,1,"17","中铝集团",2005
"1189","华泽电厂",60,60,1.519,5.686,948,3,"19","中铝集团",2005
"1190","华泽电厂",60,60,2.883,2.883,481,1,"19","中铝集团",2005
"11911","华泽电厂",60,60,1.66,28.697,4782.89,9,"18","中铝集团",2005
"11921","华泽电厂",60,60,3.18,12.061,2011,5,"19","中铝集团",2005
"11931","华泽电厂",60,60,3.54,23.806,3967.692,7,"18","中铝集团",2005
"11941","华泽电厂",60,60,3.866,16.677,2779.527,5,"18","中铝集团",2005
"11951","华泽电厂",60,60,1.284,4.167,695,2,"19","中铝集团",2005
"11961","华泽电厂",60,60,3.195,8.881,1481,4,"19","中铝集团",2005
"11971","华泽电厂",60,60,2.785,5.416,902.739,2,"18","中铝集团",2005
"11981","华泽电厂",60,60,3.127,18.732,3123,7,"19","中铝集团",2005
"11991","华泽电厂",60,60,1.618,4.587,765,2,"20","中铝集团",2005
"12001","华泽电厂",60,60,3.589,20.266,3377.72,6,"18","中铝集团",2005
"1201","华泽电厂",60,60,3.544,15.605,2602,6,"19","中铝集团",2005
"12021","华泽电厂",60,60,3.707,9.124,1520.594,3,"18","中铝集团",2005
"12031","华泽电厂",60,60,3.686,29.438,4907,10,"19","中铝集团",2005
"1204","华泽电厂",60,60,1.708,32.294,5382.27,11,"18","中铝集团",2005
"1205","华泽电厂",60,60,3.687,12.811,2135.112,4,"18","中铝集团",2005
"12061","华泽电厂",60,60,2.764,32.203,5368,11,"19","中铝集团",2005
"12071","华泽电厂",60,60,2.632,2.632,438.612,1,"18","中铝集团",2005
"12081","华泽电厂",60,60,2.964,9.804,1634.056,4,"20","中铝集团",2005
"12091","华泽电厂",60,60,3.298,13.103,2183.777,5,"20","中铝集团",2005
"12101","华泽电厂",60,60,3.584,25.752,4293,9,"19","中铝集团",2005
"12111","华泽电厂",60,60,1.793,33.995,5665.884,12,"19","中铝集团",2005
"12121","华泽电厂",60,60,1.888,30.585,5097.52,10,"18","中铝集团",2005
"12131","华泽电厂",60,60,2.968,2.968,495,1,"20","中铝集团",2005
"1214","华泽电厂",60,60,3.411,16.514,2752.31,6,"20","中铝集团",2005
"1215","华泽电厂",60,60,3.231,27.037,4506.24,8,"18","中铝集团",2005
"1216","华泽电厂",60,60,2.254,6.841,1141,3,"20","中铝集团",2005
"1217","华泽电厂",60,60,3.435,22.168,3696,8,"19","中铝集团",2005
"1218","华泽电厂",60,60,1.947,34.241,5706.837,12,"18","中铝集团",2005
"467","华魏光伏",12,12,0.057,0.063,52.885,10,"17","else",NA
"468","华魏光伏",12,12,0.127,0.298,248.115,12,"17","else",NA
"469","华魏光伏",12,12,0.107,0.17,141.925,11,"17","else",NA
"1219","华魏光伏",12,12,0.164,0.765,637.822,5,"18","else",NA
"12201","华魏光伏",12,12,0.125,1.405,1170.65,9,"18","else",NA
"12211","华魏光伏",12,12,0.115,0.115,95.69,1,"18","else",NA
"12221","华魏光伏",12,12,0.159,0.274,228.322,2,"18","else",NA
"1223","华魏光伏",12,12,0.161,0.602,501.41,4,"18","else",NA
"1224","华魏光伏",12,12,0.167,0.441,367.272,3,"18","else",NA
"12251","华魏光伏",12,12,0.167,0.933,777.28,6,"18","else",NA
"12261","华魏光伏",12,12,0.184,1.28,1066.68,8,"18","else",NA
"12271","华魏光伏",12,12,0.163,1.096,913.448,7,"18","else",NA
"12281","华魏光伏",12,12,0.095,0.174,144,2,"20","else",2017
"12291","华魏光伏",12,12,0.106,1.664,1386.49,11,"18","else",2017
"12301","华魏光伏",12,12,0.176,0.349,290,3,"20","else",2017
"12311","华魏光伏",12,12,0.087,1.386,1155,10,"19","else",2017
"12321","华魏光伏",12,12,0.192,0.541,451.15,4,"20","else",2017
"12331","华魏光伏",12,12,0.153,1.153,961,8,"19","else",2017
"12341","华魏光伏",12,12,0.078,0.078,65,1,"20","else",2017
"12351","华魏光伏",12,12,0.156,0.499,416,4,"19","else",2017
"12361","华魏光伏",12,12,0.194,0.736,613.025,5,"20","else",2017
"1237","华魏光伏",12,12,0.093,0.18,150,2,"19","else",2017
"12381","华魏光伏",12,12,0.086,1.749,1457.82,12,"18","else",2017
"12391","华魏光伏",12,12,0.104,1.49,1242,11,"19","else",2017
"12401","华魏光伏",12,12,0.142,0.877,731.045,6,"20","else",2017
"12411","华魏光伏",12,12,0.153,1.558,1298.2,10,"18","else",2017
"12421","华魏光伏",12,12,0.145,0.825,687,6,"19","else",2017
"12431","华魏光伏",12,12,0.087,0.087,72,1,"19","else",2017
"12441","华魏光伏",12,12,0.106,1.595,1329.335,12,"19","else",2017
"12451","华魏光伏",12,12,0.18,0.68,566,5,"19","else",2017
"12461","华魏光伏",12,12,0.163,0.343,286,3,"19","else",2017
"12471","华魏光伏",12,12,0.146,1.299,1082,9,"19","else",2017
"12481","华魏光伏",12,12,0.176,1,833,7,"19","else",2017
"471","协鑫光伏",2,2,0.039,0.422,2111.635,11,"17","else",NA
"472","协鑫光伏",2,2,0.029,0.383,NA,10,"17","else",NA
"473","协鑫光伏",2,2,0.036,0.458,2290.575,12,"17","else",NA
"12491","协鑫光伏",2,2,0.026,0.026,128.115,1,"18","else",NA
"12501","协鑫光伏",2,2,0.038,0.063,317.13,2,"18","else",NA
"12511","协鑫光伏",2,2,0.045,0.391,1952.74,10,"18","else",NA
"12521","协鑫光伏",2,2,0.043,0.107,533.14,3,"18","else",NA
"12531","协鑫光伏",2,2,0.031,0.421,2106.9,11,"18","else",NA
"12541","协鑫光伏",2,2,0.04,0.146,731.91,4,"18","else",NA
"12551","协鑫光伏",2,2,0.043,0.313,1562.74,8,"18","else",NA
"12561","协鑫光伏",2,2,0.04,0.27,1348.89,7,"18","else",NA
"12571","协鑫光伏",2,2,0.042,0.188,942.16,5,"18","else",NA
"12581","协鑫光伏",2,2,0.033,0.346,1729.18,9,"18","else",NA
"12591","协鑫光伏",2,2,0.041,0.23,1149.056,6,"18","else",NA
"474","卓风岭风电场",12,12,0.219,0.409,340.583,2,"17","华润集团",2015
"475","卓风岭风电场",12,12,0.199,1.875,1562.361,12,"16","华润集团",2015
"476","卓风岭风电场",12,12,0.165,0.574,478.083,3,"17","华润集团",2015
"477","卓风岭风电场",12,12,0.168,1.462,1218.667,8,"17","华润集团",2015
"478","卓风岭风电场",12,12,0.095,1.295,1079,7,"17","华润集团",2015
"479","卓风岭风电场",12,12,0.392,2.121,1767.818,11,"17","华润集团",2015
"480","卓风岭风电场",12,12,0.19,0.19,158.417,1,"17","华润集团",2015
"481","卓风岭风电场",12,12,0.412,2.534,2111.25,12,"17","华润集团",2015
"482","卓风岭风电场",12,12,0.263,0.836,697,4,"17","华润集团",2015
"483","卓风岭风电场",12,12,0.135,1.729,1440.881,10,"17","华润集团",2015
"484","卓风岭风电场",12,12,0.233,1.069,891.083,5,"17","华润集团",2015
"485","卓风岭风电场",12,12,0.13,1.2,999.583,6,"17","华润集团",2015
"12601","卓风岭风电场",12,12,0.155,1.768,1473.064,7,"18","华润集团",2015
"12611","卓风岭风电场",12,12,0.216,1.004,836.368,3,"18","华润集团",2015
"12621","卓风岭风电场",12,12,0.367,0.367,305.467,1,"18","华润集团",2015
"1263","卓风岭风电场",12,12,0.242,1.246,1037.962,4,"18","华润集团",2015
"12641","卓风岭风电场",12,12,0.087,1.854,1545.18,8,"18","华润集团",2015
"12651","卓风岭风电场",12,12,0.31,2.165,1803.76,9,"18","华润集团",2015
"12661","卓风岭风电场",12,12,0.149,1.613,1344.083,6,"18","华润集团",2015
"12671","卓风岭风电场",12,12,0.421,0.788,656.254,2,"18","华润集团",2015
"12681","卓风岭风电场",12,12,0.218,1.464,1219.6,5,"18","华润集团",2015
"486","南桦山风电场",29.85,29.85,0.857,4.563,1528.678,11,"17","国电集团公司",2012
"487","南桦山风电场",29.85,29.85,0.232,3.143,1052.898,8,"17","国电集团公司",2012
"488","南桦山风电场",29.85,29.85,0.445,1.189,398.258,3,"17","国电集团公司",2012
"489","南桦山风电场",29.85,29.85,0.297,3.706,1241.456,10,"17","国电集团公司",2012
"490","南桦山风电场",29.85,29.85,0.39,0.39,130.754,1,"17","国电集团公司",2012
"491","南桦山风电场",29.85,29.85,0.354,0.744,249.246,2,"17","国电集团公司",2012
"492","南桦山风电场",29.85,29.85,0.514,2.266,759.129,5,"17","国电集团公司",2012
"493","南桦山风电场",29.85,29.85,0.385,5.57,1865.975,12,"16","国电集团公司",2012
"494","南桦山风电场",29.85,29.85,0.801,5.365,1797.177,12,"17","国电集团公司",2012
"495","南桦山风电场",29.85,29.85,0.564,1.752,587.069,4,"17","国电集团公司",2012
"496","南桦山风电场",29.85,29.85,0.308,2.911,975.343,7,"17","国电集团公司",2012
"497","南桦山风电场",29.85,29.85,0.338,2.604,872.328,6,"17","国电集团公司",2012
"12691","南桦山风电场",29.85,29.85,0.742,0.742,248.508,1,"18","国电集团公司",2012
"12701","南桦山风电场",29.85,29.85,0.483,3.466,1161.079,5,"18","国电集团公司",2012
"12711","南桦山风电场",29.85,29.85,0.296,3.761,1260.099,6,"18","国电集团公司",2012
"12721","南桦山风电场",29.85,29.85,0.435,4.815,1612.96,9,"18","国电集团公司",2012
"12731","南桦山风电场",29.85,29.85,0.702,2.238,749.785,3,"18","国电集团公司",2012
"12741","南桦山风电场",29.85,29.85,0.281,4.38,1467.39,8,"18","国电集团公司",2012
"12751","南桦山风电场",29.85,29.85,0.745,2.983,999.411,4,"18","国电集团公司",2012
"12761","南桦山风电场",29.85,29.85,0.338,4.1,1373.396,7,"18","国电集团公司",2012
"12771","南桦山风电场",29.85,29.85,0.794,1.536,514.543,2,"18","国电集团公司",2012
"12781","博明电厂",66,66,0,4.692,710.94,9,"18","焦煤集团",2018
"12791","博明电厂",66,66,0.329,4.692,710.944,5,"18","焦煤集团",2018
"12801","博明电厂",0,0,0,4.692,0,12,"18","焦煤集团",2018
"12811","博明电厂",66,66,0,4.692,710.944,7,"18","焦煤集团",2018
"12821","博明电厂",66,66,2.919,4.363,661.051,4,"18","焦煤集团",2018
"12831","博明电厂",66,66,0,4.692,710.94,10,"18","焦煤集团",2018
"12841","博明电厂",66,66,0,4.692,710.94,8,"18","焦煤集团",2018
"12851","博明电厂",66,66,0,4.692,710.944,6,"18","焦煤集团",2018
"12861","博明电厂",66,66,0,4.692,710.94,11,"18","焦煤集团",2018
"499","卧龙洞风电场",15,15,0.256,1.228,818.8,5,"17","北京天润新能",2015
"500","卧龙洞风电场",20,20,0.666,2.921,1460.448,11,"17","北京天润新能",2015
"501","卧龙洞风电场",15,15,0.185,1.413,942.2,6,"17","北京天润新能",2015
"502","卧龙洞风电场",20,20,0.246,2.255,1127.349,10,"17","北京天润新能",2015
"503","卧龙洞风电场",20,20,0.722,3.643,1821.452,12,"17","北京天润新能",2015
"504","卧龙洞风电场",20,20,0.228,0.462,308,2,"17","北京天润新能",2015
"505","卧龙洞风电场",15,15,0.234,0.234,156,1,"17","北京天润新能",2015
"506","卧龙洞风电场",15,15,0.152,1.738,1158.733,8,"17","北京天润新能",2015
"507","卧龙洞风电场",15,15,0.224,0.686,457.667,3,"17","北京天润新能",2015
"508","卧龙洞风电场",15,15,0.173,1.586,1057.4,7,"17","北京天润新能",2015
"509","卧龙洞风电场",15,15,0.286,0.972,648.067,4,"17","北京天润新能",2015
"510","卧龙洞风电场",15,15,0.24,2.868,1911.776,12,"16","北京天润新能",2015
"12871","卧龙洞风电场",29.95,29.95,0.827,2.442,815.512,4,"18","北京天润新能",2015
"12881","卧龙洞风电场",29.95,29.95,0.565,3.008,1004.26,5,"18","北京天润新能",2015
"12891","卧龙洞风电场",20,20,0.563,0.563,281.444,1,"18","北京天润新能",2015
"12901","卧龙洞风电场",29.95,29.95,0.148,3.964,1323.46,8,"18","北京天润新能",2015
"12911","卧龙洞风电场",20,20,0.457,1.616,807.87,3,"18","北京天润新能",2015
"12921","卧龙洞风电场",29.95,29.95,0.316,3.816,1273.975,7,"18","北京天润新能",2015
"12931","卧龙洞风电场",29.95,29.95,0.284,4.248,1418.32,9,"18","北京天润新能",2015
"12941","卧龙洞风电场",29.95,29.95,0.492,3.499,1168.381,6,"18","北京天润新能",2015
"12951","卧龙洞风电场",20,20,0.596,1.158,579.25,2,"18","北京天润新能",2015
"12961","原平卓风岭",12,12,0.177,1.837,1531,8,"19","else",NA
"12971","原平卓风岭",12,12,0.306,2.47,2058.55,10,"18","else",NA
"12981","原平卓风岭",12,12,0.274,1.389,1158,5,"19","else",NA
"12991","原平卓风岭",12,12,0.191,2.142,1785,10,"19","else",NA
"13001","原平卓风岭",12,12,0.234,2.704,2253.33,11,"18","else",NA
"13011","原平卓风岭",12,12,0.381,3.085,2570.749,12,"18","else",NA
"13021","原平卓风岭",12,12,0.286,0.286,239,1,"19","else",NA
"13031","原平卓风岭",12,12,0.13,1.66,1383,7,"19","else",NA
"13041","原平卓风岭",12,12,0.384,2.791,2325.921,12,"19","else",NA
"13051","原平卓风岭",12,12,0.264,2.406,2005,11,"19","else",NA
"13061","原平卓风岭",12,12,0.141,1.53,1275,6,"19","else",NA
"13071","原平卓风岭",12,12,0.115,1.951,1626,9,"19","else",NA
"13081","原平卓风岭",12,12,0.409,0.897,748,3,"19","else",NA
"13091","原平卓风岭",12,12,0.165,1.463,1219.482,6,"20","else",NA
"13101","原平卓风岭",12,12,0.219,1.115,930,4,"19","else",NA
"13111","原平卓风岭",12,12,0.143,0.342,285,2,"20","else",NA
"13121","原平卓风岭",12,12,0.28,0.985,821.185,4,"20","else",NA
"13131","原平卓风岭",12,12,0.2,0.2,166,1,"20","else",NA
"13141","原平卓风岭",12,12,0.363,0.705,587,3,"20","else",NA
"13151","原平卓风岭",12,12,0.201,0.488,407,2,"19","else",NA
"13161","原平卓风岭",12,12,0.313,1.298,1081.803,5,"20","else",NA
"13171","原平段家堡",9.9,9.9,0.124,1.295,1307,7,"19","华能集团公司",2011
"13181","原平段家堡",9.9,9.9,0.173,0.389,393,2,"19","华能集团公司",2011
"13191","原平段家堡",9.9,9.9,0.321,0.71,717,3,"19","华能集团公司",2011
"13201","原平段家堡",9.9,9.9,0.217,0.217,219,1,"19","华能集团公司",2011
"13211","原平段家堡",9.9,9.9,0.103,1.565,1580,9,"19","华能集团公司",2011
"13221","原平段家堡",9.9,9.9,0.19,1.067,1078,5,"19","华能集团公司",2011
"13231","原平段家堡",9.9,9.9,0.15,1.261,1273.758,6,"20","华能集团公司",2011
"1324","原平段家堡",9.9,9.9,0.103,1.171,1182,6,"19","华能集团公司",2011
"1325","原平段家堡",9.9,9.9,0.288,0.601,607,3,"20","华能集团公司",2011
"1326","原平段家堡",9.9,9.9,0.331,2.628,2654.118,12,"18","华能集团公司",2011
"1327","原平段家堡",9.9,9.9,0.168,1.733,1750,10,"19","华能集团公司",2011
"13281","原平段家堡",9.9,9.9,0.167,1.462,1476,8,"19","华能集团公司",2011
"13291","原平段家堡",9.9,9.9,0.218,2.297,2319.82,11,"18","华能集团公司",2011
"13301","原平段家堡",9.9,9.9,0.146,0.313,316,2,"20","华能集团公司",2011
"13311","原平段家堡",9.9,9.9,0.167,0.167,169,1,"20","华能集团公司",2011
"1332","原平段家堡",9.9,9.9,0.239,2.079,2099.61,10,"18","华能集团公司",2011
"1333","原平段家堡",9.9,9.9,0.245,1.978,1997,11,"19","华能集团公司",2011
"1334","原平段家堡",9.9,9.9,0.167,0.877,886,4,"19","华能集团公司",2011
"13351","原平段家堡",9.9,9.9,0.241,0.842,850.333,4,"20","华能集团公司",2011
"13361","原平段家堡",9.9,9.9,0.269,1.111,1122.316,5,"20","华能集团公司",2011
"13371","原平段家堡",9.9,9.9,0.349,2.317,2340.335,12,"19","华能集团公司",2011
"2216","县佳鑫光伏",3,1.5,0.001,0.001,6.667,6,"18","else",NA
"22171","县佳鑫光伏",3,1.5,0.029,0.03,202.533,7,"18","else",NA
"4732","县利民",19.95,19.95,0.418,3.905,1957.32,10,"18","else",NA
"4733","县利民",19.95,19.95,0.342,3.003,1506,10,"19","else",NA
"4734","县利民",29.85,19.95,0.325,2.184,1094.712,6,"20","else",NA
"4735","县利民",19.95,19.95,0.446,4.351,2180.84,11,"18","else",NA
"4736","县利民",19.95,19.95,0.558,1.24,622,3,"19","else",NA
"4737","县利民",20.4,19.95,0.568,4.919,2465.482,12,"18","else",NA
"4738","县利民",19.95,19.95,0.104,2.288,1148,7,"19","else",NA
"4739","县利民",19.95,19.95,0.476,3.478,1744,11,"19","else",NA
"4740","县利民",19.95,19.95,0.357,0.357,179,1,"19","else",NA
"4741","县利民",19.95,19.95,0.557,0.968,485,3,"20","else",NA
"4742","县利民",19.95,19.95,0.325,0.682,342,2,"19","else",NA
"4743","县利民",19.95,19.95,0.241,2.185,1096,6,"19","else",NA
"4744","县利民",19.95,19.95,0.477,1.859,931.921,5,"20","else",NA
"4745","县利民",19.95,19.95,0.678,4.162,2086.216,12,"19","else",NA
