"","X","plant","capacity","complete","generated_el","time","month","year","parent_company","op_time","area","area3","plant_1","wind","Hydro","photovoltaic","Fossil.fuel","big_five"
"5634",5634,"明科光伏",6,7.7,0.237,394.448,4,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5635",5635,"明科光伏",6,4.4,0.157,261,9,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5636",5636,"明科光伏",6,5.4,0.439,732.402,7,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5637",5637,"明科光伏",6,7.2,0.16,266.563,3,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5638",5638,"明科光伏",6,0,0.024,40,6,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5639",5639,"明科光伏",6,6.2,0.315,524.687,6,20,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5640",5640,"明科光伏",6,5.9,0.088,146.862,2,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5641",5641,"明科光伏",6,2.4,0.024,40,1,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5642",5642,"明科光伏",6,0,0.024,40,3,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5643",5643,"明科光伏",6,2.4,0.101,167.73,10,17,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5644",5644,"明科光伏",6,3.7,0.248,413.892,12,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5645",5645,"明科光伏",6,2.6,0.155,258.487,12,17,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5646",5646,"明科光伏",6,3,0.077,128.495,9,17,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5647",5647,"明科光伏",6,6.5,0.178,297.142,4,20,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5648",5648,"明科光伏",6,4.4,0.113,188,8,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5649",5649,"明科光伏",6,3.7,0.69,1149.27,12,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5650",5650,"明科光伏",6,2.3,0.211,351,11,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5651",5651,"明科光伏",6,7.6,0.113,188,3,20,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5652",5652,"明科光伏",6,7.6,0.313,521.903,5,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5653",5653,"明科光伏",6,7.2,0.385,642.22,6,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5654",5654,"明科光伏",6,2.8,0.129,214.7,11,17,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5655",5655,"明科光伏",6,5.9,0.498,830.47,8,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5656",5656,"明科光伏",6,4.9,0.547,912.4,9,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5657",5657,"明科光伏",6,1.7,0.037,61,2,20,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5658",5658,"明科光伏",6,3,0.03,49.315,1,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5659",5659,"明科光伏",6,0,0.024,40,4,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5660",5660,"明科光伏",6,4.2,0.652,1087.19,11,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5661",5661,"明科光伏",6,7.5,0.253,421.992,5,20,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5662",5662,"明科光伏",6,0,0.024,40,2,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5663",5663,"明科光伏",6,2,0.02,33,1,20,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5664",5664,"明科光伏",6,6.2,0.61,1016.46,10,18,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5665",5665,"明科光伏",6,4.5,0.069,115,7,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5666",5666,"明科光伏",6,0,0.024,40,5,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5667",5667,"明科光伏",6,3.1,0.188,312,10,19,"西安东庆光伏科技有限公司",2017,"吕梁市交城县","luliang","mingkeguangfu",0,0,1,0,"0"
"5668",5668,"昔阳斯能",20,28.6,0.52,260,2,20,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5669",5669,"昔阳斯能",20,30.4,2.807,1403,10,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5670",5670,"昔阳斯能",20,17.7,2.503,1251,9,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5671",5671,"昔阳斯能",20,36.3,1.285,642.713,4,20,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5672",5672,"昔阳斯能",20,23.4,0.234,117,1,20,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5673",5673,"昔阳斯能",20,34.4,0.344,172,1,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5674",5674,"昔阳斯能",20,32.4,1.434,717,4,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5675",5675,"昔阳斯能",20,39.2,3.671,1835.28,10,18,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5676",5676,"昔阳斯能",20,19.6,1.908,954.002,6,20,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5677",5677,"昔阳斯能",20,28.1,0.625,312,2,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5678",5678,"昔阳斯能",20,42.7,1.712,856.119,5,20,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5679",5679,"昔阳斯能",20,61.5,3.857,1928.474,12,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5680",5680,"昔阳斯能",20,48.5,1.11,555,3,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5681",5681,"昔阳斯能",20,38.8,1.822,911,5,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5682",5682,"昔阳斯能",20,44.1,4.452,2226.173,12,18,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5683",5683,"昔阳斯能",20,16.4,2.325,1162,8,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5684",5684,"昔阳斯能",20,34,4.011,2005.45,11,18,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5685",5685,"昔阳斯能",20,40.2,0.922,461,3,20,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5686",5686,"昔阳斯能",20,43.7,3.244,1622,11,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5687",5687,"昔阳斯能",20,17.4,1.996,998,6,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5688",5688,"昔阳斯能",20,16.5,2.161,1080,7,19,"上海斯能投资有限公司",2015,"晋中市昔阳县","jinzhong","xiyangsineng",0,0,0,1,"0"
"5689",5689,"昕晨光伏",10,11,0.562,561.78,12,19,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5690",5690,"昕晨光伏",10,10,0.452,452,11,19,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5691",5691,"昕晨光伏",10,15.1,0.527,526.955,5,20,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5692",5692,"昕晨光伏",10,2.1,0.021,21,6,19,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5693",5693,"昕晨光伏",10,8.5,0.085,85,1,20,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5694",5694,"昕晨光伏",10,8,0.26,260,9,19,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5695",5695,"昕晨光伏",10,15.1,0.376,NA,4,20,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5696",5696,"昕晨光伏",10,9.2,0.352,352,10,19,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5697",5697,"昕晨光伏",10,7.2,0.093,93,7,19,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5698",5698,"昕晨光伏",10,13,0.657,656.825,6,20,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5699",5699,"昕晨光伏",10,10.2,0.225,225,3,20,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5700",5700,"昕晨光伏",10,8.7,0.181,180,8,19,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5701",5701,"昕晨光伏",10,3.8,0.123,123,2,20,"国家电投",2019,"大同市云岗区","datong","xinchenguangfu",0,0,1,0,"1"
"5702",5702,"春晖光伏",3,3.3,0.314,1045.35,9,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5703",5703,"春晖光伏",3,0.5,0.012,39,8,17,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5704",5704,"春晖光伏",3,0.6,0.018,60.2,9,17,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5705",5705,"春晖光伏",3,3,0.445,1482,11,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5706",5706,"春晖光伏",3,4.4,0.172,574.413,5,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5707",5707,"春晖光伏",3,2.3,0.023,77.917,1,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5708",5708,"春晖光伏",3,5,0.125,416,3,20,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5709",5709,"春晖光伏",3,4.1,0.213,710.913,6,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5710",5710,"春晖光伏",3,2.4,0.048,159.13,2,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5711",5711,"春晖光伏",3,4.8,0.222,740.588,5,20,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5712",5712,"春晖光伏",3,3.4,0.034,114,1,20,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5713",5713,"春晖光伏",3,1.2,0.036,119.683,11,17,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5714",5714,"春晖光伏",3,3.4,0.281,936.52,8,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5715",5715,"春晖光伏",3,3.9,0.087,290.37,3,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5716",5716,"春晖光伏",3,0.6,0.006,20.667,7,17,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5717",5717,"春晖光伏",3,3.8,0.415,1383,10,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5718",5718,"春晖光伏",3,3.4,0.034,113,1,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5719",5719,"春晖光伏",3,5.2,0.118,393,3,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5720",5720,"春晖光伏",3,3.8,0.253,844,6,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5721",5721,"春晖光伏",3,4.4,0.358,1193.07,10,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5722",5722,"春晖光伏",3,3.9,0.377,1258,9,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5723",5723,"春晖光伏",3,4.1,0.075,250,2,20,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5724",5724,"春晖光伏",3,4.6,0.164,548,4,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5725",5725,"春晖光伏",3,4.2,0.338,1127,8,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5726",5726,"春晖光伏",3,4.1,0.129,428.353,4,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5727",5727,"春晖光伏",3,0.5,0.024,78.347,10,17,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5728",5728,"春晖光伏",3,1.8,0.054,178.843,12,17,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5729",5729,"春晖光伏",3,5,0.174,580.923,4,20,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5730",5730,"春晖光伏",3,3.6,0.258,860.888,6,20,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5731",5731,"春晖光伏",3,3.8,0.482,1606.572,12,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5732",5732,"春晖光伏",3,3.4,0.392,1305.96,11,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5733",5733,"春晖光伏",3,3.2,0.066,220,2,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5734",5734,"春晖光伏",3,5.1,0.215,718,5,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5735",5735,"春晖光伏",3,3.4,0.247,823.56,7,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5736",5736,"春晖光伏",3,3.4,0.426,1420.503,12,18,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5737",5737,"春晖光伏",3,4.3,0.296,986,7,19,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5738",5738,"春晖光伏",3,0,0,0,6,17,"华润集团",2017,"运城市芮城县","yuncheng","chunhuiguangfu",0,0,1,0,"0"
"5739",5739,"昱光电厂",60,303.9,19.479,3246.463,10,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5740",5740,"昱光电厂",60,171.1,5.229,871.533,3,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5741",5741,"昱光电厂",60,152.1,16.44,2739.926,9,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5742",5742,"昱光电厂",60,0,3.514,4097.937,4,20,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5743",5743,"昱光电厂",60,183.4,1.834,305.667,1,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5744",5744,"昱光电厂",60,168.4,3.518,586.35,2,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5745",5745,"昱光电厂",60,287.7,14.721,2453.563,6,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5746",5746,"昱光电厂",30,40.2,3.514,1368.998,3,20,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5747",5747,"昱光电厂",60,225,11.9,1983.417,7,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5748",5748,"昱光电厂",60,247.1,9.793,1633,4,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5749",5749,"昱光电厂",60,169.6,7.183,1197.086,3,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5750",5750,"昱光电厂",60,0,3.514,5856.27,5,20,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5751",5751,"昱光电厂",60,336.9,21.457,3576.16,8,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5752",5752,"昱光电厂",60,153.9,14.472,2413,7,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5753",5753,"昱光电厂",60,161,8.793,1465.439,4,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5754",5754,"昱光电厂",60,305.2,11.844,1974.083,5,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5755",5755,"昱光电厂",60,254.2,5.403,901,2,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5756",5756,"昱光电厂",60,276.3,22.242,3707.042,11,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5757",5757,"昱光电厂",60,351.2,3.512,585.324,1,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5758",5758,"昱光电厂",60,0,3.514,1193.893,6,20,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5759",5759,"昱光电厂",60,162.1,17.804,2969,11,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5760",5760,"昱光电厂",60,41.4,14.885,2482,8,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5761",5761,"昱光电厂",60,149.3,12.932,2156,6,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5762",5762,"昱光电厂",60,285.6,28.686,4781.05,11,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5763",5763,"昱光电厂",60,197.5,5.487,914.47,2,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5764",5764,"昱光电厂",60,341.1,25.653,4275.503,12,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5765",5765,"昱光电厂",60,301.8,14.918,2486.4,8,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5766",5766,"昱光电厂",60,145.5,8.07,1345,5,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5767",5767,"昱光电厂",60,158,9.65,1608.417,6,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5768",5768,"昱光电厂",60,194.1,1.941,323,1,20,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5769",5769,"昱光电厂",60,156.1,25.83,4305.01,10,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5770",5770,"昱光电厂",60,138.6,6.615,1102.45,4,17,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5771",5771,"昱光电厂",30,192.9,19.733,3587.769,12,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5772",5772,"昱光电厂",60,269,31.376,5229.324,12,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5773",5773,"昱光电厂",60,41.2,15.297,2551,9,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5774",5774,"昱光电厂",60,286.1,2.861,477,1,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5775",5775,"昱光电厂",60,117.1,3.112,518,2,20,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5776",5776,"昱光电厂",60,336.6,18.088,3014.612,7,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5777",5777,"昱光电厂",60,244.5,20.985,3497.5,12,16,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5778",5778,"昱光电厂",60,281.3,24.27,4044.92,9,18,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5779",5779,"昱光电厂",60,191.9,7.323,1221,3,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5780",5780,"昱光电厂",60,88.5,16.182,2699,10,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5781",5781,"昱光电厂",60,164.6,11.44,1907,5,19,"格盟集团公司",0,"朔州市山阴县","shuozhou","yuguangdianchang",0,0,0,1,"0"
"5782",5782,"晋田电厂",10,0,0,0,6,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5783",5783,"晋田电厂",10,0,0,0,11,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5784",5784,"晋田电厂",10,0,0,0,8,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5785",5785,"晋田电厂",10,0,0,0,1,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5786",5786,"晋田电厂",10,0,0,0,6,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5787",5787,"晋田电厂",10,0,0,0,9,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5788",5788,"晋田电厂",10,0,0,0,2,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5789",5789,"晋田电厂",10,0,0,0,8,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5790",5790,"晋田电厂",10,0,0,0,12,16,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5791",5791,"晋田电厂",10,0,0,0,3,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5792",5792,"晋田电厂",10,0,0,0,7,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5793",5793,"晋田电厂",10,0,0,0,5,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5794",5794,"晋田电厂",10,0,0,0,9,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5795",5795,"晋田电厂",10,0,0,0,11,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5796",5796,"晋田电厂",10,0,0,0,10,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5797",5797,"晋田电厂",10,0,0,0,12,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5798",5798,"晋田电厂",10,0,0,0,3,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5799",5799,"晋田电厂",10,0,0,0,4,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5800",5800,"晋田电厂",10,0,0,0,5,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5801",5801,"晋田电厂",10,0,0,0,1,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5802",5802,"晋田电厂",10,0,0,0,10,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5803",5803,"晋田电厂",10,0,0,0,2,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5804",5804,"晋田电厂",10,0,0,0,4,18,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5805",5805,"晋田电厂",10,0,0,0,7,17,"else",0,"临汾市侯马市","linfen","jintiandianchang",0,0,0,1,"0"
"5806",5806,"晖源光伏",5,7.4,0.535,1069.27,8,18,"特变电工",2017,"长治市沁源县","changzhi","huiyuanguangfu",0,0,1,0,"0"
"5807",5807,"晖源光伏",5,6.8,0.184,368.282,3,18,"特变电工",2017,"长治市沁源县","changzhi","huiyuanguangfu",0,0,1,0,"0"
"5808",5808,"晖源光伏",5,7.4,0.387,774.788,6,18,"特变电工",2017,"长治市沁源县","changzhi","huiyuanguangfu",0,0,1,0,"0"
"5809",5809,"晖源光伏",5,2.9,0.054,107.076,11,17,"特变电工",2017,"长治市沁源县","changzhi","huiyuanguangfu",0,0,1,0,"0"
