"","X","plant","capacity","complete","generated_el","time","month","year","parent_company","op_time","area","area3","plant_1","wind","Hydro","photovoltaic","Fossil.fuel","big_five"
"1",1,"万家寨水电",54,86.2,4.9,907.399,9,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"2",2,"万家寨水电",54,46.9,0.469,86.852,1,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"3",3,"万家寨水电",54,83,2.033,376.519,3,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"4",4,"万家寨水电",54,126.3,6.21,1149.977,5,20,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"5",5,"万家寨水电",54,53,7.355,1361.995,12,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"6",6,"万家寨水电",54,252.1,12.551,2324.35,10,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"7",7,"万家寨水电",54,207.7,8.196,1518,5,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"8",8,"万家寨水电",54,257.7,21.434,3969,10,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"9",9,"万家寨水电",54,218.4,23.619,4374,11,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"10",10,"万家寨水电",54,168.5,15.869,2939,8,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"11",11,"万家寨水电",54,61.9,8.845,1638.03,8,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"12",12,"万家寨水电",54,100.8,2.517,466.108,3,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"13",13,"万家寨水电",54,73.4,1.203,222.759,2,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"14",14,"万家寨水电",54,124,2.211,410,2,20,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"15",15,"万家寨水电",54,85.6,7.119,1318.302,10,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"16",16,"万家寨水电",54,124.4,4.714,872.931,5,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"17",17,"万家寨水电",54,68.5,6.855,1269.519,12,16,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"18",18,"万家寨水电",54,49.5,2.529,468.241,4,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"19",19,"万家寨水电",54,108.1,24.7,4574.01,12,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"20",20,"万家寨水电",54,119.3,1.193,221,1,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"21",21,"万家寨水电",54,130.9,3.52,652,3,20,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"22",22,"万家寨水电",54,173.1,14.282,2644.87,11,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"23",23,"万家寨水电",54,120.2,8.418,1558.879,11,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"24",24,"万家寨水电",54,186.6,8.076,1495.492,6,20,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"25",25,"万家寨水电",54,68.2,0.682,126.24,1,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"26",26,"万家寨水电",54,114.5,2.339,433,2,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"27",27,"万家寨水电",54,12.9,2.657,492.056,5,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"28",28,"万家寨水电",54,151.3,3.852,713,3,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"29",29,"万家寨水电",54,111,15.392,2850.35,12,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"30",30,"万家寨水电",54,207.6,8.227,1523.45,7,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"31",31,"万家寨水电",54,46.2,3.119,577.685,6,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"32",32,"万家寨水电",54,142.7,4.947,916.161,4,20,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"33",33,"万家寨水电",54,51.1,3.63,672.296,7,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"34",34,"万家寨水电",54,143.7,6.151,1139.001,6,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"35",35,"万家寨水电",54,95.2,3.469,642.496,4,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"36",36,"万家寨水电",54,235.4,10.55,1954,6,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"37",37,"万家寨水电",54,39.4,4.024,745.204,8,17,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"38",38,"万家寨水电",54,298.9,18.858,3492,9,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"39",39,"万家寨水电",54,97.1,0.971,180,1,20,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"40",40,"万家寨水电",54,226.6,6.118,1133,4,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"41",41,"万家寨水电",54,87.1,1.644,304.379,2,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"42",42,"万家寨水电",54,118.5,10.03,1857.41,9,18,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"43",43,"万家寨水电",54,363.4,14.184,2627,7,19,"else",0,"忻州市偏关县","xinzhou","wanjiazhaishuidian",0,1,0,0,"0"
"44",44,"上坡光伏",15,12.8,0.561,374.225,6,20,"else",2019,"晋城市沁水县","jincheng","shangpoguangfu",0,0,1,0,"0"
"45",45,"上坡光伏",15,0.2,0.002,1.173,12,19,"else",2019,"晋城市沁水县","jincheng","shangpoguangfu",0,0,1,0,"0"
"46",46,"上坡光伏",15,17,0.433,288.842,5,20,"else",2019,"晋城市沁水县","jincheng","shangpoguangfu",0,0,1,0,"0"
"47",47,"上坡光伏",15,0.6,0.032,21,2,20,"else",2019,"晋城市沁水县","jincheng","shangpoguangfu",0,0,1,0,"0"
"48",48,"上坡光伏",15,15.2,0.263,NA,4,20,"else",2019,"晋城市沁水县","jincheng","shangpoguangfu",0,0,1,0,"0"
"49",49,"上坡光伏",15,8.1,0.139,5842,3,20,"else",2019,"晋城市沁水县","jincheng","shangpoguangfu",0,0,1,0,"0"
"50",50,"上坡光伏",15,2.6,0.026,17,1,20,"else",2019,"晋城市沁水县","jincheng","shangpoguangfu",0,0,1,0,"0"
"51",51,"上田光伏",4,5.3,0.25,626.247,12,17,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"52",52,"上田光伏",4,7.5,0.177,441,3,20,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"53",53,"上田光伏",4,6.9,0.321,801.518,5,20,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"54",54,"上田光伏",4,6.2,0.198,494.26,11,17,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"55",55,"上田光伏",4,7.6,0.316,790,5,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"56",56,"上田光伏",4,5.4,0.474,1184.87,8,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"57",57,"上田光伏",4,5.6,0.42,1049.92,7,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"58",58,"上田光伏",4,5.3,0.527,1317.86,9,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"59",59,"上田光伏",4,6,0.376,940,6,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"60",60,"上田光伏",4,4.6,0.135,338.46,10,17,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"61",61,"上田光伏",4,7.1,0.175,437,3,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"62",62,"上田光伏",4,6.5,0.24,600,4,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"63",63,"上田光伏",4,6.6,0.495,1237,8,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"64",64,"上田光伏",4,7.5,0.252,630.095,4,20,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"65",65,"上田光伏",4,4.2,0.658,1646,11,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"66",66,"上田光伏",4,4.7,0.047,117,1,20,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"67",67,"上田光伏",4,5.5,0.102,255,2,20,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"68",68,"上田光伏",4,6.2,0.364,911.058,6,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"69",69,"上田光伏",4,5.5,0.716,1789.658,12,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"70",70,"上田光伏",4,5.1,0.644,1609.37,11,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"71",71,"上田光伏",4,5.9,0.616,1540,10,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"72",72,"上田光伏",4,5.2,0.104,261,2,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"73",73,"上田光伏",4,5.3,0.053,132,1,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"74",74,"上田光伏",4,6.5,0.236,590.088,4,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"75",75,"上田光伏",4,6.7,0.303,756.958,5,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"76",76,"上田光伏",4,6.2,0.171,427.432,3,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"77",77,"上田光伏",4,6.3,0.089,222.995,9,17,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"78",78,"上田光伏",4,4.8,0.692,1730.59,12,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"79",79,"上田光伏",4,5.3,0.429,1073,7,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"80",80,"上田光伏",4,6,0.38,950.505,6,20,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"81",81,"上田光伏",4,5.2,0.052,131.055,1,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"82",82,"上田光伏",4,6.6,0.593,1483.07,10,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"83",83,"上田光伏",4,6.2,0.557,1393,9,19,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"84",84,"上田光伏",4,5.7,0.109,273.172,2,18,"代县宝通光能新能源科技有限公司",2017,"运城市芮城县","yuncheng","shangtianguangfu",0,0,1,0,"0"
"85",85,"下堡头电厂",16,0,0.595,372,3,20,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"86",86,"下堡头电厂",16,0,1.365,1707,7,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"87",87,"下堡头电厂",16,0,0.595,371.777,5,20,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"88",88,"下堡头电厂",16,0,1.365,1707,10,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"89",89,"下堡头电厂",16,0,1.365,1707,6,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"90",90,"下堡头电厂",16,0,1.365,1707,4,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"91",91,"下堡头电厂",16,11.6,0.595,372,2,20,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"92",92,"下堡头电厂",8,29.9,1.365,1707,3,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"93",93,"下堡头电厂",16,69.1,2.314,1779.875,12,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"94",94,"下堡头电厂",16,0,1.365,1707,5,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"95",95,"下堡头电厂",16,0,0.595,371.777,6,20,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"96",96,"下堡头电厂",16,25.8,1.623,1868,11,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"97",97,"下堡头电厂",16,0,1.365,1707,8,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"98",98,"下堡头电厂",8,53.4,1.066,1333,2,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"99",99,"下堡头电厂",16,0,1.365,1707,9,19,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"100",100,"下堡头电厂",16,0,0.595,371.777,4,20,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"101",101,"下堡头电厂",16,47.9,0.479,300,1,20,"else",2019,"运城市盐湖区","yuncheng","xiabaotoudianchang",0,0,0,1,"0"
"102",102,"世华光伏",3,3.9,0.135,450.577,4,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"103",103,"世华光伏",3,3.9,0.098,327.333,3,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"104",104,"世华光伏",3,3.3,0.4,1331.803,11,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"105",105,"世华光伏",3,3.2,0.058,193.127,2,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"106",106,"世华光伏",3,3.4,0.322,1073,9,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"107",107,"世华光伏",3,2.3,0.023,76,1,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"108",108,"世华光伏",3,2.6,0.026,86.613,1,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"109",109,"世华光伏",3,4.3,0.09,300,3,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"110",110,"世华光伏",3,4.2,0.122,406.508,4,20,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"111",111,"世华光伏",3,3.7,0.341,1138.1,9,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"112",112,"世华光伏",3,3.6,0.171,569.073,5,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"113",113,"世华光伏",3,2.9,0.351,1168,10,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"114",114,"世华光伏",3,2.7,0.427,1422.133,12,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"115",115,"世华光伏",3,3.7,0.351,1170.83,10,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"116",116,"世华光伏",3,2.9,0.029,97.333,1,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"117",117,"世华光伏",3,4.2,0.226,752.333,6,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"118",118,"世华光伏",3,4,0.265,884.667,7,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"119",119,"世华光伏",3,3.9,0.305,1015,8,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"120",120,"世华光伏",3,3.8,0.127,425,4,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"121",121,"世华光伏",3,2.3,0.401,1335.223,12,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"122",122,"世华光伏",3,2.4,0.047,156,2,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"123",123,"世华光伏",3,2.4,0.375,1249,11,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"124",124,"世华光伏",3,2.6,0.378,1258.67,11,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"125",125,"世华光伏",3,3.8,0.203,678.094,6,20,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"126",126,"世华光伏",3,2.5,0.366,1221.613,10,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"127",127,"世华光伏",3,3.8,0.096,319.817,3,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"128",128,"世华光伏",3,3.7,0.135,450.667,4,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"129",129,"世华光伏",3,4.8,0.184,611.667,5,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"130",130,"世华光伏",3,3,0.059,198,2,17,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"131",131,"世华光伏",3,3.9,0.25,834,7,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"132",132,"世华光伏",3,4.3,0.171,570,5,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"133",133,"世华光伏",3,3.8,0.288,959,8,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"134",134,"世华光伏",3,4,0.211,703,6,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"135",135,"世华光伏",3,1.5,0.015,51,1,20,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"136",136,"世华光伏",3,3.5,0.283,942.01,8,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"137",137,"世华光伏",3,2.4,0.427,1423.749,12,16,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"138",138,"世华光伏",3,3.2,0.314,1047.13,9,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"139",139,"世华光伏",3,3.6,0.247,824.283,7,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"140",140,"世华光伏",3,4.4,0.166,552.214,5,20,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"141",141,"世华光伏",3,4,0.211,703.717,6,18,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"142",142,"世华光伏",3,4.5,0.079,264,3,20,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"143",143,"世华光伏",3,2,0.035,118,2,20,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"144",144,"世华光伏",3,2.7,0.405,1348.799,12,19,"中广核集团",2015,"大同市大同县","datong","shihuaguangfu",0,0,1,0,"0"
"145",145,"东山燃气",86,6.4,11.959,1390,4,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"146",146,"东山燃气",86,482.7,4.827,561.244,1,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"147",147,"东山燃气",86,333.3,12.371,1438.477,3,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"148",148,"东山燃气",86,63.8,20.28,2358.14,8,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"149",149,"东山燃气",86,0,12.329,1433.574,5,20,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"150",150,"东山燃气",86,393.9,27.434,3189.975,12,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"151",151,"东山燃气",86,0,11.959,1390,7,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"152",152,"东山燃气",86,421.1,9.038,1050.919,2,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"153",153,"东山燃气",86,0,12.329,1433.574,6,20,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"154",154,"东山燃气",86,310.9,23.495,2731.957,11,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"155",155,"东山燃气",86,278.7,15.158,1762.535,4,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"156",156,"东山燃气",86,0,11.61,1350.029,6,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"157",157,"东山燃气",86,0,11.959,1390,6,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"158",158,"东山燃气",86,171,19.642,2283.895,6,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"159",159,"东山燃气",86,450,21.178,2462.505,12,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"160",160,"东山燃气",86,10.6,20.386,2370.458,10,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"161",161,"东山燃气",86,0,11.61,1350.03,8,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"162",162,"东山燃气",86,60.6,12.565,1460,10,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"163",163,"东山燃气",86,411.3,16.678,1938,11,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"164",164,"东山燃气",86,41.8,12.329,1433.574,4,20,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"165",165,"东山燃气",86,356.7,7.757,901.927,2,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"166",166,"东山燃气",86,0,11.959,1390,8,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"167",167,"东山燃气",86,419,4.19,487.158,1,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"168",168,"东山燃气",86,0.7,11.61,1350.029,4,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"169",169,"东山燃气",86,0,20.28,2358.128,9,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"170",170,"东山燃气",86,277.5,17.932,2085.151,5,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"171",171,"东山燃气",86,67.9,12.29,1429.04,10,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"172",172,"东山燃气",86,365.9,15.949,1854.48,11,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"173",173,"东山燃气",86,0,11.959,1390,9,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"174",174,"东山燃气",86,440.6,4.406,512,1,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"175",175,"东山燃气",86,384.7,11.603,1349.214,3,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"176",176,"东山燃气",86,0,19.642,2283.895,7,17,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"177",177,"东山燃气",86,310.5,11.911,1384.995,3,20,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"178",178,"东山燃气",86,438.4,20.333,2364.248,12,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"179",179,"东山燃气",86,410.4,8.806,1024,2,20,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"180",180,"东山燃气",86,0,11.61,1350.03,9,18,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
"181",181,"东山燃气",86,349.2,11.895,1383,3,19,"华能集团公司",2017,"太原市杏花岭区","taiyuan","dongshanranqi",0,0,0,1,"1"
