"","area3","year","GDP","GDP per capita","GDPperMonth","X.1","X","month","capacity","complete","generated_el","time","parent_company","op_time","area","plant_1","wind","Hydro","photovoltaic","Fossil.fuel","big_five","yearmonth","bf_covid","type_of_p","af_covid","new_case","on_covid","efficiency"
"4527","linfen",18,14400430,32066,1200035.833,5603,5603,10,5,740,0.674,1347.06,"else",2016,"临汾市襄汾县","huoshigouguangfu",0,0,1,0,0,"Oct 2018",1,"photovoltaic",0,0,0,0.205555555555556
"4528","linfen",18,14400430,32066,1200035.833,3374,3374,2,10,0,0,0,"else",0,"临汾市侯马市","jintiandianchang",0,0,0,1,0,"Feb 2018",1,"fossil-fuel",0,0,0,0
"4529","linfen",18,14400430,32066,1200035.833,5926,5926,11,10,1200,1.29,1289.58,"国家电投集团公司",2017,"临汾市乡宁县","touxinguangfu",0,0,1,0,1,"Nov 2018",1,"photovoltaic",0,0,0,0.166666666666667
"4530","linfen",18,14400430,32066,1200035.833,4995,4995,8,3,230,0.037,243.91,"青岛城市建设投资〔集团〕有限责任公司",2018,"临汾市隰县","chuankouguangfu",0,0,1,0,0,"Aug 2018",1,"photovoltaic",0,0,0,0.106481481481481
"4531","linfen",18,14400430,32066,1200035.833,3178,3178,1,9.9,2370,0.237,239.555,"华润集团",2017,"临汾市浮山县","yingfenglingfengdianchang",1,0,0,0,0,"Jan 2018",1,"wind",0,0,0,0.332491582491582
"4532","linfen",18,14400430,32066,1200035.833,4419,4419,6,10,1340,0.625,624.976,"国家电投集团公司",2017,"临汾市乡宁县","touxinguangfu",0,0,1,0,1,"Jun 2018",1,"photovoltaic",0,0,0,0.186111111111111
"4533","linfen",18,14400430,32066,1200035.833,6095,6095,12,3,310,0.422,1407.767,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Dec 2018",1,"photovoltaic",0,0,0,0.143518518518519
"4534","linfen",18,14400430,32066,1200035.833,4515,4515,6,4.8,600,0.682,1420.344,"大唐集团公司",2017,"临汾市洪洞县","qinglongshanfengdianchang",1,0,0,0,1,"Jun 2018",1,"wind",0,0,0,0.173611111111111
"4535","linfen",18,14400430,32066,1200035.833,5299,5299,9,3,300,0.066,441.15,"青岛城市建设投资〔集团〕有限责任公司",2018,"临汾市隰县","chuankouguangfu",0,0,1,0,0,"Sep 2018",1,"photovoltaic",0,0,0,0.138888888888889
"4536","linfen",18,14400430,32066,1200035.833,5435,5435,9,3,120,0.03,201.25,"江苏苏美达新能源发展有限公司",2018,"临汾市永和县","meinengguangfu",0,0,1,0,0,"Sep 2018",1,"photovoltaic",0,0,0,0.0555555555555556
"4537","linfen",18,14400430,32066,1200035.833,3518,3518,3,120,8350,0.834,69.537,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Mar 2018",1,"fossil-fuel",0,0,0,0.0966435185185185
"4538","linfen",18,14400430,32066,1200035.833,3696,3696,3,5,740,0.204,407.064,"else",2016,"临汾市襄汾县","huoshigouguangfu",0,0,1,0,0,"Mar 2018",1,"photovoltaic",0,0,0,0.205555555555556
"4539","linfen",18,14400430,32066,1200035.833,5789,5789,11,3,310,0.391,1304.23,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.143518518518519
"4540","linfen",18,14400430,32066,1200035.833,5210,5210,9,3,20,0.006,45.06,"北京润阳新能源投资有限公司",2018,"临汾市浮山县","beigouquguangfu",0,0,1,0,0,"Sep 2018",1,"photovoltaic",0,0,0,0.00925925925925926
"4541","linfen",18,14400430,32066,1200035.833,6100,6100,12,120,45720,50.434,4202.852,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.529166666666667
"4542","linfen",18,14400430,32066,1200035.833,5968,5968,11,5,570,0.731,1461.54,"else",2016,"临汾市襄汾县","huoshigouguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.158333333333333
"4543","linfen",18,14400430,32066,1200035.833,3781,3781,4,3,400,0.148,492.78,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Apr 2018",1,"photovoltaic",0,0,0,0.185185185185185
"4544","linfen",18,14400430,32066,1200035.833,5225,5225,9,5,330,0.045,2272.2,"山西盾安新能源有限责任公司",2018,"临汾市隰县","shuangzipingfengdianchang",1,0,0,0,0,"Sep 2018",1,"wind",0,0,0,0.0916666666666667
"4545","linfen",18,14400430,32066,1200035.833,6092,6092,12,60,17460,21.736,3622.64,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.404166666666667
"4546","linfen",18,14400430,32066,1200035.833,4823,4823,7,4.8,420,0.724,1508.675,"大唐集团公司",2017,"临汾市洪洞县","qinglongshanfengdianchang",1,0,0,0,1,"Jul 2018",1,"wind",0,0,0,0.121527777777778
"4547","linfen",18,14400430,32066,1200035.833,4312,4312,6,3,360,0.224,745.563,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Jun 2018",1,"photovoltaic",0,0,0,0.166666666666667
"4548","linfen",18,14400430,32066,1200035.833,4717,4717,7,2,220,0.145,723.055,"协鑫集团",2016,"临汾市安泽县","huaiguguangfu",0,0,1,0,0,"Jul 2018",1,"photovoltaic",0,0,0,0.152777777777778
"4549","linfen",18,14400430,32066,1200035.833,6109,6109,12,3,20,0.011,151.244,"北京润阳新能源投资有限公司",2018,"临汾市浮山县","beigouquguangfu",0,0,1,0,0,"Dec 2018",1,"photovoltaic",0,0,0,0.00925925925925926
"4550","linfen",18,14400430,32066,1200035.833,3249,3249,2,3,400,0.066,218.427,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Feb 2018",1,"photovoltaic",0,0,0,0.185185185185185
"4551","linfen",18,14400430,32066,1200035.833,4804,4804,7,5,570,0.422,844.018,"国家电投集团公司",2017,"临汾市乡宁县","yuhuangdingguangfu",0,0,1,0,1,"Jul 2018",1,"photovoltaic",0,0,0,0.158333333333333
"4552","linfen",18,14400430,32066,1200035.833,3251,3251,2,60,24060,5.209,868.133,"格盟集团公司",2005,"临汾市霍州县","zhaoguangyiqi",0,0,0,1,0,"Feb 2018",1,"fossil-fuel",0,0,0,0.556944444444444
"4553","linfen",18,14400430,32066,1200035.833,5815,5815,11,5,230,0.102,5112.45,"山西盾安新能源有限责任公司",2018,"临汾市隰县","shuangzipingfengdianchang",1,0,0,0,0,"Nov 2018",1,"wind",0,0,0,0.0638888888888889
"4554","linfen",18,14400430,32066,1200035.833,5803,5803,11,3,20,0.01,77.38,"北京润阳新能源投资有限公司",2018,"临汾市浮山县","beigouquguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.00925925925925926
"4555","linfen",18,14400430,32066,1200035.833,4555,4555,6,120,63380,25.24,2103.338,"国电集团公司",0,"临汾市霍州市","huozhoudianchang",0,0,0,1,1,"Jun 2018",1,"fossil-fuel",0,0,0,0.733564814814815
"4556","linfen",18,14400430,32066,1200035.833,3165,3165,1,4.8,1470,0.147,306.862,"大唐集团公司",2017,"临汾市洪洞县","qinglongshanfengdianchang",1,0,0,0,1,"Jan 2018",1,"wind",0,0,0,0.425347222222222
"4557","linfen",18,14400430,32066,1200035.833,3784,3784,4,120,47790,5.613,467.763,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Apr 2018",1,"fossil-fuel",0,0,0,0.553125
"4558","linfen",18,14400430,32066,1200035.833,5794,5794,11,120,41670,45.862,3821.83,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Nov 2018",1,"fossil-fuel",0,0,0,0.482291666666667
"4559","linfen",18,14400430,32066,1200035.833,5516,5516,10,5,340,0.08,3977.4,"山西盾安新能源有限责任公司",2018,"临汾市隰县","shuangzipingfengdianchang",1,0,0,0,0,"Oct 2018",1,"wind",0,0,0,0.0944444444444444
"4560","linfen",18,14400430,32066,1200035.833,5194,5194,9,60,29510,21.647,3607.76,"格盟集团公司",2005,"临汾市霍州县","zhaoguangyiqi",0,0,0,1,0,"Sep 2018",1,"fossil-fuel",0,0,0,0.683101851851852
"4561","linfen",18,14400430,32066,1200035.833,5363,5363,9,60,14760,18.771,3128.43,"同煤集团",0,"临汾市襄汾县","fenzedianchang",0,0,0,1,0,"Sep 2018",1,"fossil-fuel",0,0,0,0.341666666666667
"4562","linfen",18,14400430,32066,1200035.833,5314,5314,9,2,180,0.185,927.18,"协鑫集团",2016,"临汾市安泽县","huaiguguangfu",0,0,1,0,0,"Sep 2018",1,"photovoltaic",0,0,0,0.125
"4563","linfen",18,14400430,32066,1200035.833,6343,6343,12,4.8,1050,1.118,2328.77,"大唐集团公司",2017,"临汾市洪洞县","qinglongshanfengdianchang",1,0,0,0,1,"Dec 2018",1,"wind",0,0,0,0.303819444444444
"4564","linfen",18,14400430,32066,1200035.833,4016,4016,4,120,54010,12.501,1041.709,"国电集团公司",0,"临汾市霍州市","huozhoudianchang",0,0,0,1,1,"Apr 2018",1,"fossil-fuel",0,0,0,0.625115740740741
"4565","linfen",18,14400430,32066,1200035.833,4133,4133,5,60,8800,6.779,1129.86,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"May 2018",1,"fossil-fuel",0,0,0,0.203703703703704
"4566","linfen",18,14400430,32066,1200035.833,4505,4505,6,5,620,0.365,730.406,"国家电投集团公司",2017,"临汾市乡宁县","yuhuangdingguangfu",0,0,1,0,1,"Jun 2018",1,"photovoltaic",0,0,0,0.172222222222222
"4567","linfen",18,14400430,32066,1200035.833,5993,5993,11,5,620,0.755,1510.36,"else",2016,"临汾市洪洞县","jianyuanguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.172222222222222
"4568","linfen",18,14400430,32066,1200035.833,4472,4472,6,60,15630,11.302,1883.656,"同煤集团",0,"临汾市襄汾县","fenzedianchang",0,0,0,1,0,"Jun 2018",1,"fossil-fuel",0,0,0,0.361805555555556
"4569","linfen",18,14400430,32066,1200035.833,3081,3081,1,5,470,0.047,94.054,"国家电投集团公司",2017,"临汾市乡宁县","yuhuangdingguangfu",0,0,1,0,1,"Jan 2018",1,"photovoltaic",0,0,0,0.130555555555556
"4570","linfen",18,14400430,32066,1200035.833,6188,6188,12,3,340,0.167,999.9,"青岛城市建设投资〔集团〕有限责任公司",2018,"临汾市隰县","chuankouguangfu",0,0,1,0,0,"Dec 2018",1,"photovoltaic",0,0,0,0.157407407407407
"4571","linfen",19,14526000,37318,1210500,6528,6528,1,10,1270,0.127,127,"国家电投集团公司",2017,"临汾市乡宁县","touxinguangfu",0,0,1,0,1,"Jan 2019",1,"photovoltaic",0,0,0,0.176388888888889
"4572","linfen",19,14526000,37318,1210500,8717,8717,8,3,300,0.297,991,"青岛城市建设投资〔集团〕有限责任公司",2018,"临汾市隰县","chuankouguangfu",0,0,1,0,0,"Aug 2019",1,"photovoltaic",0,0,0,0.138888888888889
"4573","linfen",19,14526000,37318,1210500,6419,6419,1,5,520,0.052,104,"山西盾安新能源有限责任公司",2018,"临汾市隰县","shuangzipingfengdianchang",1,0,0,0,0,"Jan 2019",1,"wind",0,0,0,0.144444444444444
"4574","linfen",19,14526000,37318,1210500,7017,7017,3,120,28360,6.221,518,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Mar 2019",1,"fossil-fuel",0,0,0,0.328240740740741
"4575","linfen",19,14526000,37318,1210500,6394,6394,1,60,29150,2.915,486,"格盟集团公司",2005,"临汾市霍州县","zhaoguangyiqi",0,0,0,1,0,"Jan 2019",1,"fossil-fuel",0,0,0,0.674768518518518
"4576","linfen",19,14526000,37318,1210500,9201,9201,9,4.8,480,0.717,1492,"大唐集团公司",2017,"临汾市洪洞县","qinglongshanfengdianchang",1,0,0,0,1,"Sep 2019",1,"wind",0,0,0,0.138888888888889
"4577","linfen",19,14526000,37318,1210500,8705,8705,8,60,18890,18.075,3013,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"Aug 2019",1,"fossil-fuel",0,0,0,0.437268518518519
"4578","linfen",19,14526000,37318,1210500,7176,7176,3,3,460,0.101,337,"顺宇洁能科技有限公司",2018,"临汾市翼城县","baiyuguangfu",0,0,1,0,0,"Mar 2019",1,"photovoltaic",0,0,0,0.212962962962963
"4579","linfen",19,14526000,37318,1210500,6944,6944,2,3,100,0.022,73,"江苏苏美达新能源发展有限公司",2018,"临汾市永和县","meinengguangfu",0,0,1,0,0,"Feb 2019",1,"photovoltaic",0,0,0,0.0462962962962963
"4580","linfen",19,14526000,37318,1210500,7542,7542,4,5,700,0.265,530,"else",2016,"临汾市襄汾县","huoshigouguangfu",0,0,1,0,0,"Apr 2019",1,"photovoltaic",0,0,0,0.194444444444444
"4581","linfen",19,14526000,37318,1210500,8458,8458,7,3,410,0.274,913,"顺宇洁能科技有限公司",2018,"临汾市翼城县","baiyuguangfu",0,0,1,0,0,"Jul 2019",1,"photovoltaic",0,0,0,0.189814814814815
"4582","linfen",19,14526000,37318,1210500,9567,9567,10,7,1230,0.356,579,"上海斯能投资有限公司",2019,"临汾市古县","lianhuashanfengdianchang",1,0,0,0,0,"Oct 2019",1,"wind",0,0,0,0.244047619047619
"4583","linfen",19,14526000,37318,1210500,9092,9092,9,9.9,1210,1.41,1423,"华润集团",2017,"临汾市浮山县","yingfenglingfengdianchang",1,0,0,0,0,"Sep 2019",1,"wind",0,0,0,0.169753086419753
"4584","linfen",19,14526000,37318,1210500,7243,7243,3,4.8,1490,0.322,671,"大唐集团公司",2017,"临汾市洪洞县","qinglongshanfengdianchang",1,0,0,0,1,"Mar 2019",1,"wind",0,0,0,0.431134259259259
"4585","linfen",19,14526000,37318,1210500,8946,8946,9,120,50820,34.443,2871,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Sep 2019",1,"fossil-fuel",0,0,0,0.588194444444444
"4586","linfen",19,14526000,37318,1210500,8636,8636,8,9.8,1220,0.556,900,"山西盾安新能源有限责任公司",2018,"临汾市隰县","shuangzipingfengdianchang",1,0,0,0,0,"Aug 2019",1,"wind",0,0,0,0.172902494331066
"4587","linfen",19,14526000,37318,1210500,6395,6395,1,120,22950,2.295,191,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Jan 2019",1,"fossil-fuel",0,0,0,0.265625
"4588","linfen",19,14526000,37318,1210500,9796,9796,11,3,300,0.425,1418,"顺宇洁能科技有限公司",2018,"临汾市翼城县","baiyuguangfu",0,0,1,0,0,"Nov 2019",1,"photovoltaic",0,0,0,0.138888888888889
"4589","linfen",19,14526000,37318,1210500,8096,8096,6,2,220,0.113,562,"协鑫集团",2016,"临汾市安泽县","huaiguguangfu",0,0,1,0,0,"Jun 2019",1,"photovoltaic",0,0,0,0.152777777777778
"4590","linfen",19,14526000,37318,1210500,9642,9642,11,9.8,1530,0.966,1319,"山西盾安新能源有限责任公司",2018,"临汾市隰县","shuangzipingfengdianchang",1,0,0,0,0,"Nov 2019",1,"wind",0,0,0,0.216836734693878
"4591","linfen",19,14526000,37318,1210500,9311,9311,10,10,1330,1.558,1559,"国家电投集团公司",2017,"临汾市乡宁县","touxinguangfu",0,0,1,0,1,"Oct 2019",1,"photovoltaic",0,0,0,0.184722222222222
"4592","linfen",19,14526000,37318,1210500,6390,6390,1,3,300,0.03,101,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Jan 2019",1,"photovoltaic",0,0,0,0.138888888888889
"4593","linfen",19,14526000,37318,1210500,7822,7822,5,4.8,920,0.496,1032,"大唐集团公司",2017,"临汾市洪洞县","qinglongshanfengdianchang",1,0,0,0,1,"May 2019",1,"wind",0,0,0,0.266203703703704
"4594","linfen",19,14526000,37318,1210500,7502,7502,4,60,25080,7.122,1187,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"Apr 2019",1,"fossil-fuel",0,0,0,0.580555555555556
"4595","linfen",19,14526000,37318,1210500,9456,9456,10,3,380,0.395,1316,"顺宇洁能科技有限公司",2018,"临汾市翼城县","baiyuguangfu",0,0,1,0,0,"Oct 2019",1,"photovoltaic",0,0,0,0.175925925925926
"4596","linfen",19,14526000,37318,1210500,8149,8149,6,5,600,0.392,784,"else",2016,"临汾市襄汾县","huoshigouguangfu",0,0,1,0,0,"Jun 2019",1,"photovoltaic",0,0,0,0.166666666666667
"4597","linfen",19,14526000,37318,1210500,9729,9729,11,3,280,0.398,1325,"青岛城市建设投资〔集团〕有限责任公司",2018,"临汾市隰县","chuankouguangfu",0,0,1,0,0,"Nov 2019",1,"photovoltaic",0,0,0,0.12962962962963
"4598","linfen",19,14526000,37318,1210500,8468,8468,7,5,710,0.502,1003,"else",2016,"临汾市洪洞县","jianyuanguangfu",0,0,1,0,0,"Jul 2019",1,"photovoltaic",0,0,0,0.197222222222222
"4599","linfen",19,14526000,37318,1210500,8791,8791,8,3,440,0.318,1061,"顺宇洁能科技有限公司",2018,"临汾市翼城县","baiyuguangfu",0,0,1,0,0,"Aug 2019",1,"photovoltaic",0,0,0,0.203703703703704
"4600","linfen",19,14526000,37318,1210500,9280,9280,10,120,37900,38.233,3187,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Oct 2019",1,"fossil-fuel",0,0,0,0.438657407407407
"4601","linfen",19,14526000,37318,1210500,9034,9034,9,3,150,0.3,1001,"科林环保装备股份有限公司",2017,"临汾市古县","shangjiaguangfu",0,0,1,0,0,"Sep 2019",1,"photovoltaic",0,0,0,0.0694444444444444
"4602","linfen",19,14526000,37318,1210500,9372,9372,10,3,300,0.33,1102,"科林环保装备股份有限公司",2017,"临汾市古县","shangjiaguangfu",0,0,1,0,0,"Oct 2019",1,"photovoltaic",0,0,0,0.138888888888889
"4603","linfen",19,14526000,37318,1210500,9416,9416,10,5,560,0.662,1324,"国家电投集团公司",2017,"临汾市乡宁县","yuhuangdingguangfu",0,0,1,0,1,"Oct 2019",1,"photovoltaic",0,0,0,0.155555555555556
"4604","linfen",19,14526000,37318,1210500,7851,7851,5,120,60910,20.055,1673,"国电集团公司",0,"临汾市霍州市","huozhoudianchang",0,0,0,1,1,"May 2019",1,"fossil-fuel",0,0,0,0.704976851851852
"4605","linfen",19,14526000,37318,1210500,9428,9428,10,9.9,1670,1.577,1592,"华润集团",2017,"临汾市浮山县","yingfenglingfengdianchang",1,0,0,0,0,"Oct 2019",1,"wind",0,0,0,0.234287317620651
"4606","linfen",19,14526000,37318,1210500,7974,7974,6,3,180,0.092,4201,"北京润阳新能源投资有限公司",2018,"临汾市浮山县","beigouquguangfu",0,0,1,0,0,"Jun 2019",1,"photovoltaic",0,0,0,0.0833333333333333
"4607","linfen",19,14526000,37318,1210500,6839,6839,2,10,1010,0.228,228,"国家电投集团公司",2017,"临汾市乡宁县","touxinguangfu",0,0,1,0,1,"Feb 2019",1,"photovoltaic",0,0,0,0.140277777777778
"4608","linfen",19,14526000,37318,1210500,8940,8940,9,3,340,0.322,1072,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Sep 2019",1,"photovoltaic",0,0,0,0.157407407407407
"4609","linfen",19,14526000,37318,1210500,7739,7739,5,3,470,0.189,630,"科林环保装备股份有限公司",2017,"临汾市古县","shangjiaguangfu",0,0,1,0,0,"May 2019",1,"photovoltaic",0,0,0,0.217592592592593
"4610","linfen",19,14526000,37318,1210500,7051,7051,3,10,1980,0.426,426,"国家电投集团公司",2017,"临汾市乡宁县","touxinguangfu",0,0,1,0,1,"Mar 2019",1,"photovoltaic",0,0,0,0.275
"4611","linfen",19,14526000,37318,1210500,10165,10165,12,7,1990,0.735,1050.41,"上海斯能投资有限公司",2019,"临汾市古县","lianhuashanfengdianchang",1,0,0,0,0,"Dec 2019",1,"wind",0,0,0,0.39484126984127
"4612","linfen",19,14526000,37318,1210500,8616,8616,8,120,58560,29.36,2447,"格盟集团公司",2009,"临汾市霍州县","zhaoguangerqi",0,0,0,1,0,"Aug 2019",1,"fossil-fuel",0,0,0,0.677777777777778
"4613","linfen",19,14526000,37318,1210500,8751,8751,8,2,230,0.16,797,"协鑫集团",2016,"临汾市安泽县","huaiguguangfu",0,0,1,0,0,"Aug 2019",1,"photovoltaic",0,0,0,0.159722222222222
"4614","linfen",19,14526000,37318,1210500,7672,7672,5,5,630,0.275,550,"山西盾安新能源有限责任公司",2018,"临汾市隰县","shuangzipingfengdianchang",1,0,0,0,0,"May 2019",1,"wind",0,0,0,0.175
"4615","linfen",19,14526000,37318,1210500,9225,9225,9,3,360,0.197,654,"江苏苏美达新能源发展有限公司",2018,"临汾市永和县","meinengguangfu",0,0,1,0,0,"Sep 2019",1,"photovoltaic",0,0,0,0.166666666666667
"4616","linfen",19,14526000,37318,1210500,8173,8173,6,5,740,0.431,861,"else",2016,"临汾市洪洞县","jianyuanguangfu",0,0,1,0,0,"Jun 2019",1,"photovoltaic",0,0,0,0.205555555555556
"4617","linfen",19,14526000,37318,1210500,9279,9279,10,60,22730,24.51,4086,"格盟集团公司",2005,"临汾市霍州县","zhaoguangyiqi",0,0,0,1,0,"Oct 2019",1,"fossil-fuel",0,0,0,0.526157407407407
"4618","linfen",19,14526000,37318,1210500,7338,7338,4,3,190,0.053,2417,"北京润阳新能源投资有限公司",2018,"临汾市浮山县","beigouquguangfu",0,0,1,0,0,"Apr 2019",1,"photovoltaic",0,0,0,0.087962962962963
"4619","linfen",19,14526000,37318,1210500,7501,7501,4,3,360,0.137,458,"顺宇洁能科技有限公司",2018,"临汾市翼城县","baiyuguangfu",0,0,1,0,0,"Apr 2019",1,"photovoltaic",0,0,0,0.166666666666667
"4620","linfen",19,14526000,37318,1210500,9727,9727,11,5,570,0.772,1543,"else",2016,"临汾市洪洞县","jianyuanguangfu",0,0,1,0,0,"Nov 2019",1,"photovoltaic",0,0,0,0.158333333333333
"4621","linfen",19,14526000,37318,1210500,8945,8945,9,60,27060,22.237,3707,"格盟集团公司",2005,"临汾市霍州县","zhaoguangyiqi",0,0,0,1,0,"Sep 2019",1,"fossil-fuel",0,0,0,0.626388888888889
"4622","linfen",19,14526000,37318,1210500,9828,9828,11,60,20770,23.823,3971,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"Nov 2019",1,"fossil-fuel",0,0,0,0.480787037037037
"4623","linfen",19,14526000,37318,1210500,6482,6482,1,60,16140,1.614,269,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"Jan 2019",1,"fossil-fuel",0,0,0,0.373611111111111
"4624","linfen",19,14526000,37318,1210500,7116,7116,3,3,470,0.112,372,"青岛城市建设投资〔集团〕有限责任公司",2018,"临汾市隰县","chuankouguangfu",0,0,1,0,0,"Mar 2019",1,"photovoltaic",0,0,0,0.217592592592593
"4625","linfen",19,14526000,37318,1210500,6480,6480,1,3,290,0.029,95,"科林环保装备股份有限公司",2017,"临汾市古县","shangjiaguangfu",0,0,1,0,0,"Jan 2019",1,"photovoltaic",0,0,0,0.134259259259259
"4626","linfen",19,14526000,37318,1210500,7534,7534,4,9.9,2020,0.701,707,"华润集团",2017,"临汾市浮山县","yingfenglingfengdianchang",1,0,0,0,0,"Apr 2019",1,"wind",0,0,0,0.283389450056117
"4627","linfen",19,14526000,37318,1210500,7010,7010,3,3,480,0.105,349,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Mar 2019",1,"photovoltaic",0,0,0,0.222222222222222
"4628","linfen",19,14526000,37318,1210500,8832,8832,8,5,760,0.577,1154,"else",2016,"临汾市洪洞县","jianyuanguangfu",0,0,1,0,0,"Aug 2019",1,"photovoltaic",0,0,0,0.211111111111111
"4629","linfen",19,14526000,37318,1210500,9564,9564,10,120,46520,47.736,3980,"国电集团公司",0,"临汾市霍州市","huozhoudianchang",0,0,0,1,1,"Oct 2019",1,"fossil-fuel",0,0,0,0.538425925925926
"4630","linfen",19,14526000,37318,1210500,7432,7432,4,3,410,0.153,509,"青岛城市建设投资〔集团〕有限责任公司",2018,"临汾市隰县","chuankouguangfu",0,0,1,0,0,"Apr 2019",1,"photovoltaic",0,0,0,0.189814814814815
"4631","linfen",19,14526000,37318,1210500,8161,8161,6,60,29610,13.164,2194,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"Jun 2019",1,"fossil-fuel",0,0,0,0.685416666666667
"4632","linfen",19,14526000,37318,1210500,10104,10104,12,10,1350,1.805,1804.54,"国家电投集团公司",2017,"临汾市乡宁县","touxinguangfu",0,0,1,0,1,"Dec 2019",1,"photovoltaic",0,0,0,0.1875
"4633","linfen",19,14526000,37318,1210500,8610,8610,8,3,320,0.288,958,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Aug 2019",1,"photovoltaic",0,0,0,0.148148148148148
"4634","linfen",19,14526000,37318,1210500,9944,9944,12,3,340,0.414,1378.909,"协鑫集团",2017,"临汾市古县","jiashengguangfu",0,0,1,0,0,"Dec 2019",1,"photovoltaic",0,0,0,0.157407407407407
"4635","linfen",19,14526000,37318,1210500,8371,8371,7,3,370,0.263,877,"科林环保装备股份有限公司",2017,"临汾市古县","shangjiaguangfu",0,0,1,0,0,"Jul 2019",1,"photovoltaic",0,0,0,0.171296296296296
"4636","linfen",19,14526000,37318,1210500,9950,9950,12,60,27860,29.274,4879.02,"格盟集团公司",2005,"临汾市霍州县","zhaoguangyiqi",0,0,0,1,0,"Dec 2019",1,"fossil-fuel",0,0,0,0.644907407407407
"4637","linfen",19,14526000,37318,1210500,8830,8830,8,120,59130,38.037,3171,"国电集团公司",0,"临汾市霍州市","huozhoudianchang",0,0,0,1,1,"Aug 2019",1,"fossil-fuel",0,0,0,0.684375
"4638","linfen",19,14526000,37318,1210500,8492,8492,7,5,690,0.47,940,"国家电投集团公司",2017,"临汾市乡宁县","yuhuangdingguangfu",0,0,1,0,1,"Jul 2019",1,"photovoltaic",0,0,0,0.191666666666667
"4639","linfen",19,14526000,37318,1210500,8614,8614,8,60,29330,19.53,3256,"格盟集团公司",2005,"临汾市霍州县","zhaoguangyiqi",0,0,0,1,0,"Aug 2019",1,"fossil-fuel",0,0,0,0.678935185185185
"4640","linfen",19,14526000,37318,1210500,7846,7846,5,60,30810,10.203,1700,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"May 2019",1,"fossil-fuel",0,0,0,0.713194444444444
"4641","linfen",19,14526000,37318,1210500,7835,7835,5,60,28020,12.622,2103,"同煤集团",0,"临汾市襄汾县","fenzedianchang",0,0,0,1,0,"May 2019",1,"fossil-fuel",0,0,0,0.648611111111111
"4642","linfen",19,14526000,37318,1210500,7106,7106,3,60,15010,4.614,769,"同煤集团",0,"临汾市侯马市","huibindianchang",0,0,0,1,0,"Mar 2019",1,"fossil-fuel",0,0,0,0.347453703703704
"4643","linfen",19,14526000,37318,1210500,7241,7241,3,3,170,0.039,131,"江苏苏美达新能源发展有限公司",2018,"临汾市永和县","meinengguangfu",0,0,1,0,0,"Mar 2019",1,"photovoltaic",0,0,0,0.0787037037037037
"4644","linfen",19,14526000,37318,1210500,6795,6795,2,3,270,0.056,187,"科林环保装备股份有限公司",2017,"临汾市古县","shangjiaguangfu",0,0,1,0,0,"Feb 2019",1,"photovoltaic",0,0,0,0.125
"4645","linfen",19,14526000,37318,1210500,8862,8862,8,4.8,700,0.669,1392,"大唐集团公司",2017,"临汾市洪洞县","qinglongshanfengdianchang",1,0,0,0,1,"Aug 2019",1,"wind",0,0,0,0.202546296296296
