"","area3","year","GDP","GDP per capita","GDPperMonth","X.1","X","month","capacity","complete","generated_el","time","parent_company","op_time","area","plant_1","wind","Hydro","photovoltaic","Fossil.fuel","big_five","yearmonth","bf_covid","type_of_p","af_covid","new_case","on_covid","efficiency"
"1545","datong",18,12719898,36877,1059991.5,4572,4572,7,3,360,0.247,824.283,"中广核集团",2015,"大同市大同县","shihuaguangfu",0,0,1,0,0,"Jul 2018",1,"photovoltaic",0,0,0,0.166666666666667
"1546","datong",18,12719898,36877,1059991.5,3561,3561,3,252,85760,22.732,902.065,"else",0,"大同市云岗区","tashandianchang",0,0,0,1,0,"Mar 2018",1,"fossil-fuel",0,0,0,0.472663139329806
"1547","datong",18,12719898,36877,1059991.5,5180,5180,9,12,670,0.716,596.39,"大唐集团公司",2008,"大同市左云县","wulushanfengdianchang",1,0,0,0,1,"Sep 2018",1,"wind",0,0,0,0.0775462962962963
"1548","datong",18,12719898,36877,1059991.5,3766,3766,4,60,17140,11.289,1881.433,"大唐集团公司",2009,"大同市平城区","yungangerqi",0,0,0,1,1,"Apr 2018",1,"fossil-fuel",0,0,0,0.396759259259259
"1549","datong",18,12719898,36877,1059991.5,5143,5143,8,10,1340,1.119,1118.78,"京能集团",2016,"大同市南郊区","jiaoxinguangfu",0,0,1,0,0,"Aug 2018",1,"photovoltaic",0,0,0,0.186111111111111
"1550","datong",18,12719898,36877,1059991.5,3687,3687,3,9.9,2580,0.824,832.644,"else",0,"大同市天镇县","shengfenglingfengdianchang",1,0,0,0,0,"Mar 2018",1,"wind",0,0,0,0.361952861952862
"1551","datong",18,12719898,36877,1059991.5,3564,3564,3,27,4220,1.436,531.815,"else",0,"大同市平城区","danengdianchang",0,0,0,1,0,"Mar 2018",1,"fossil-fuel",0,0,0,0.217078189300412
"1552","datong",18,12719898,36877,1059991.5,5512,5512,10,9.9,2210,2.149,2170.57,"华润集团",2012,"大同市广灵县","guanglingyuemingshan",0,0,0,1,0,"Oct 2018",1,"fossil-fuel",0,0,0,0.310044893378227
"1553","datong",18,12719898,36877,1059991.5,4177,4177,5,9.9,2270,1.224,1236.527,"else",0,"大同市广灵县","yuemingshanfengdianchang",1,0,0,0,0,"May 2018",1,"wind",0,0,0,0.318462401795735
"1554","datong",18,12719898,36877,1059991.5,3812,3812,4,4.8,1360,0.578,1203.183,"else",0,"大同市左云县","motianlingfengdianchang",1,0,0,0,0,"Apr 2018",1,"wind",0,0,0,0.393518518518519
"1555","datong",18,12719898,36877,1059991.5,5998,5998,11,10,1210,1.507,1506.66,"华电集团",2016,"大同市左云县","wanhuaguangfu",0,0,1,0,1,"Nov 2018",1,"photovoltaic",0,0,0,0.168055555555556
"1556","datong",18,12719898,36877,1059991.5,3814,3814,4,20,3220,3.87,1934.943,"else",0,"大同市云岗区","tongmeidianchang",0,0,0,1,0,"Apr 2018",1,"fossil-fuel",0,0,0,0.223611111111111
"1557","datong",18,12719898,36877,1059991.5,4301,4301,6,27,7280,2.873,1063.921,"中煤集团",2011,"大同市南郊区","yunfengdianchang",0,0,0,1,0,"Jun 2018",1,"fossil-fuel",0,0,0,0.374485596707819
"1558","datong",18,12719898,36877,1059991.5,3087,3087,1,66,34670,3.467,525.3,"同煤集团",0,"大同市浑源县","hengbeidianchang",0,0,0,1,0,"Jan 2018",1,"fossil-fuel",0,0,0,0.729587542087542
"1559","datong",18,12719898,36877,1059991.5,3817,3817,4,5,710,0.244,487.908,"华润集团",2016,"大同市新荣区","qixinguangfu",0,0,1,0,0,"Apr 2018",1,"photovoltaic",0,0,0,0.197222222222222
"1560","datong",18,12719898,36877,1059991.5,3858,3858,4,6,760,0.281,468.37,"山煤集团",2018,"大同市灵丘县","shanmeiguangfu",0,0,1,0,0,"Apr 2018",1,"photovoltaic",0,0,0,0.175925925925926
"1561","datong",18,12719898,36877,1059991.5,5923,5923,11,1,130,0.151,1506.55,"山西国际能源集团",2016,"大同市新荣区","changjialingguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.180555555555556
"1562","datong",18,12719898,36877,1059991.5,4951,4951,8,252,136570,84.568,3355.89,"else",0,"大同市云岗区","tashandianchang",0,0,0,1,0,"Aug 2018",1,"fossil-fuel",0,0,0,0.752700617283951
"1563","datong",18,12719898,36877,1059991.5,3982,3982,4,2,310,0.116,577.595,"华能集团公司",2016,"大同市天镇县","jiaoyangguangfu",0,0,1,0,1,"Apr 2018",1,"photovoltaic",0,0,0,0.215277777777778
"1564","datong",18,12719898,36877,1059991.5,4712,4712,7,3,220,0.023,154.253,"else",0,"大同市广灵县","guanglingpeijiawaguangfu",0,0,1,0,0,"Jul 2018",1,"photovoltaic",0,0,0,0.101851851851852
"1565","datong",18,12719898,36877,1059991.5,4835,4835,7,9.9,740,1.498,1512.936,"华润集团",2013,"大同市阳高县","fufenglingfengdianchang",1,0,0,0,0,"Jul 2018",1,"wind",0,0,0,0.10381593714927
"1566","datong",18,12719898,36877,1059991.5,3621,3621,3,19.65,3530,1.355,689.569,"else",0,"大同市广灵县","diandingshanfengdianchang",1,0,0,0,0,"Mar 2018",1,"wind",0,0,0,0.249505230421261
"1567","datong",18,12719898,36877,1059991.5,5930,5930,11,9.7,1370,1.689,1741.45,"else",0,"大同市新荣区","xinrongxiaoyaoshan",0,0,0,1,0,"Nov 2018",1,"fossil-fuel",0,0,0,0.196162657502864
"1568","datong",18,12719898,36877,1059991.5,6133,6133,12,10,1120,1.644,1344.553,"协鑫集团",2017,"大同市大同县","tongxinguangfu",0,0,1,0,0,"Dec 2018",1,"photovoltaic",0,0,0,0.155555555555556
"1569","datong",18,12719898,36877,1059991.5,3907,3907,4,9.9,3250,1.56,1575.689,"else",0,"大同市广灵县","wanghufengdianchang",1,0,0,0,0,"Apr 2018",1,"wind",0,0,0,0.455948372615039
"1570","datong",18,12719898,36877,1059991.5,5851,5851,11,9.9,1460,1.945,1964.41,"华能集团公司",2012,"大同市天镇县","tianzhenwujiashan",0,0,0,1,1,"Nov 2018",1,"fossil-fuel",0,0,0,0.204826038159371
"1571","datong",18,12719898,36877,1059991.5,4030,4030,5,5,660,0.263,526.756,"上实航天星河能源股份有限公司",2017,"大同市广灵县","fengzhuangguangfu",0,0,1,0,0,"May 2018",1,"photovoltaic",0,0,0,0.183333333333333
"1572","datong",18,12719898,36877,1059991.5,6217,6217,12,19.65,4880,3.874,1971.469,"中国华电集团",2011,"大同市广灵县","guanglingdiandingshan",0,0,0,1,1,"Dec 2018",1,"fossil-fuel",0,0,0,0.344925077749505
"1573","datong",18,12719898,36877,1059991.5,6096,6096,12,3,270,0.208,1294.6,"隆基",2018,"大同市怀仁县","jiaxinguangfu",0,0,1,0,0,"Dec 2018",1,"photovoltaic",0,0,0,0.125
"1574","datong",18,12719898,36877,1059991.5,5855,5855,11,9.9,2060,2.383,2407.5,"华润集团",2014,"大同市天镇县","tianzhenshengfengling",0,0,0,1,0,"Nov 2018",1,"fossil-fuel",0,0,0,0.289001122334456
"1575","datong",18,12719898,36877,1059991.5,4033,4033,5,60,8970,12.186,2030.933,"大唐集团公司",2009,"大同市平城区","yungangerqi",0,0,0,1,1,"May 2018",1,"fossil-fuel",0,0,0,0.207638888888889
"1576","datong",18,12719898,36877,1059991.5,3591,3591,3,9.9,1580,0.578,584.231,"大唐集团公司",2012,"大同市浑源县","mimazongliangfengdianchang",1,0,0,0,1,"Mar 2018",1,"wind",0,0,0,0.221661054994388
"1577","datong",18,12719898,36877,1059991.5,3511,3511,3,4.95,920,0.346,699.465,"河北建设投资集团有限责任公司",2016,"大同市灵丘县","yijiadianfengdianchang",1,0,0,0,0,"Mar 2018",1,"wind",0,0,0,0.258136924803591
"1578","datong",18,12719898,36877,1059991.5,4443,4443,6,9.9,2460,2.099,2120.226,"else",0,"大同市广灵县","wanghufengdianchang",1,0,0,0,0,"Jun 2018",1,"wind",0,0,0,0.345117845117845
"1579","datong",18,12719898,36877,1059991.5,4930,4930,8,10,1200,0.905,904.75,"协鑫集团",2017,"大同市大同县","tongxinguangfu",0,0,1,0,0,"Aug 2018",1,"photovoltaic",0,0,0,0.166666666666667
"1580","datong",18,12719898,36877,1059991.5,3595,3595,3,9.7,1800,0.599,617.594,"格盟集团公司",2009,"大同市新荣区","xiaoyaoshanfengdianchang",1,0,0,0,0,"Mar 2018",1,"wind",0,0,0,0.257731958762887
"1581","datong",18,12719898,36877,1059991.5,5661,5661,10,5,720,0.663,1326.79,"浙江正泰新能源开发有限公司",2016,"大同市南郊区","zhengtaiguangfu",0,0,1,0,0,"Oct 2018",1,"photovoltaic",0,0,0,0.2
"1582","datong",18,12719898,36877,1059991.5,4933,4933,8,5,660,0.5,1000.18,"华润集团",2016,"大同市新荣区","qixinguangfu",0,0,1,0,0,"Aug 2018",1,"photovoltaic",0,0,0,0.183333333333333
"1583","datong",18,12719898,36877,1059991.5,3234,3234,2,5,440,0.086,173,"上实航天星河能源股份有限公司",2017,"大同市广灵县","fengzhuangguangfu",0,0,1,0,0,"Feb 2018",1,"photovoltaic",0,0,0,0.122222222222222
"1584","datong",18,12719898,36877,1059991.5,4327,4327,6,4.95,300,0.418,844.709,"大唐集团公司",2013,"大同市浑源县","lingyunkoufengdianchang",1,0,0,0,1,"Jun 2018",1,"wind",0,0,0,0.0841750841750842
"1585","datong",18,12719898,36877,1059991.5,6190,6190,12,12,1840,1.141,0,"else",0,"大同市左云县","zuoyunwulushan",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.212962962962963
"1586","datong",18,12719898,36877,1059991.5,6151,6151,12,252,114600,125.8,4992.06,"else",0,"大同市云岗区","tashandianchang",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.631613756613757
"1587","datong",18,12719898,36877,1059991.5,4978,4978,8,9.9,510,1.134,1145.48,"大唐集团公司",2012,"大同市浑源县","mimazongliangfengdianchang",1,0,0,0,1,"Aug 2018",1,"wind",0,0,0,0.0715488215488215
"1588","datong",18,12719898,36877,1059991.5,3643,3643,3,9.9,2350,0.746,753.31,"else",0,"大同市广灵县","yuemingshanfengdianchang",1,0,0,0,0,"Mar 2018",1,"wind",0,0,0,0.329685746352413
"1589","datong",18,12719898,36877,1059991.5,5790,5790,11,3,310,0.181,1204.37,"隆基",2018,"大同市怀仁县","jiaxinguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.143518518518519
"1590","datong",18,12719898,36877,1059991.5,6155,6155,12,9.9,2310,2.176,2197.727,"华能集团公司",2012,"大同市天镇县","tianzhenwujiashan",0,0,0,1,1,"Dec 2018",1,"fossil-fuel",0,0,0,0.324074074074074
"1591","datong",18,12719898,36877,1059991.5,3889,3889,4,2,280,0.094,471.395,"江山控股",2016,"大同市大同县","wantongguangfu",0,0,1,0,0,"Apr 2018",1,"photovoltaic",0,0,0,0.194444444444444
"1592","datong",18,12719898,36877,1059991.5,4700,4700,7,10,1360,0.991,991.122,"else",2017,"大同市新荣区","changlianguangfu",0,0,1,0,0,"Jul 2018",1,"photovoltaic",0,0,0,0.188888888888889
"1593","datong",18,12719898,36877,1059991.5,4093,4093,5,9.9,2930,1.853,1871.947,"else",0,"大同市广灵县","wanghufengdianchang",1,0,0,0,0,"May 2018",1,"wind",0,0,0,0.411054994388328
"1594","datong",18,12719898,36877,1059991.5,5186,5186,9,4.95,1100,0.792,1600.78,"河北建设投资集团有限责任公司",2016,"大同市灵丘县","yijiadianfengdianchang",1,0,0,0,0,"Sep 2018",1,"wind",0,0,0,0.308641975308642
"1595","datong",18,12719898,36877,1059991.5,4582,4582,7,60,16730,14.108,2351.36,"大唐集团公司",2009,"大同市平城区","yungangerqi",0,0,0,1,1,"Jul 2018",1,"fossil-fuel",0,0,0,0.387268518518519
"1596","datong",18,12719898,36877,1059991.5,5311,5311,9,3,360,0.356,1185.29,"大唐集团公司",2017,"大同市天镇县","huancuishanguangfu",0,0,1,0,1,"Sep 2018",1,"photovoltaic",0,0,0,0.166666666666667
"1597","datong",18,12719898,36877,1059991.5,3855,3855,4,9.7,1980,0.797,821.608,"格盟集团公司",2009,"大同市新荣区","xiaoyaoshanfengdianchang",1,0,0,0,0,"Apr 2018",1,"wind",0,0,0,0.283505154639175
"1598","datong",18,12719898,36877,1059991.5,5920,5920,11,19.65,3450,3.386,1723.37,"中国华电集团",2011,"大同市广灵县","guanglingdiandingshan",0,0,0,1,1,"Nov 2018",1,"fossil-fuel",0,0,0,0.243850720949958
"1599","datong",18,12719898,36877,1059991.5,3369,3369,2,9.9,2920,0.566,571.834,"else",0,"大同市天镇县","shengfenglingfengdianchang",1,0,0,0,0,"Feb 2018",1,"wind",0,0,0,0.409652076318743
"1600","datong",18,12719898,36877,1059991.5,5031,5031,8,9.9,500,1.548,1563.67,"华润集团",2013,"大同市阳高县","fufenglingfengdianchang",1,0,0,0,0,"Aug 2018",1,"wind",0,0,0,0.0701459034792368
"1601","datong",18,12719898,36877,1059991.5,3211,3211,1,2,250,0.025,123.035,"华能集团公司",2016,"大同市天镇县","jiaoyangguangfu",0,0,1,0,1,"Jan 2018",1,"photovoltaic",0,0,0,0.173611111111111
"1602","datong",18,12719898,36877,1059991.5,5883,5883,11,9.9,1620,1.615,1631.67,"else",0,"大同市浑源县","hunyuanmimazongliang",0,0,0,1,0,"Nov 2018",1,"fossil-fuel",0,0,0,0.227272727272727
"1603","datong",18,12719898,36877,1059991.5,4630,4630,7,4.8,970,0.863,1798.796,"else",0,"大同市左云县","motianlingfengdianchang",1,0,0,0,0,"Jul 2018",1,"wind",0,0,0,0.280671296296296
"1604","datong",18,12719898,36877,1059991.5,6003,6003,11,10,1250,1.536,1536.35,"京能集团",2016,"大同市南郊区","jiaoxinguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.173611111111111
"1605","datong",18,12719898,36877,1059991.5,6046,6046,11,2,110,0.168,840.4,"同煤集团",2018,"大同市云岗区","suolaguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.0763888888888889
"1606","datong",18,12719898,36877,1059991.5,5847,5847,11,27,0,1.633,604.98,"else",0,"大同市平城区","danengdianchang",0,0,0,1,0,"Nov 2018",1,"fossil-fuel",0,0,0,0
"1607","datong",18,12719898,36877,1059991.5,5685,5685,10,3,440,0.142,946.09,"西安绿能科技有限公司",2018,"大同市广灵县","peijiawaguangfu",0,0,1,0,0,"Oct 2018",1,"photovoltaic",0,0,0,0.203703703703704
"1608","datong",18,12719898,36877,1059991.5,3381,3381,2,9.9,2670,0.511,515.821,"else",0,"大同市广灵县","yuemingshanfengdianchang",1,0,0,0,0,"Feb 2018",1,"wind",0,0,0,0.374579124579125
"1609","datong",18,12719898,36877,1059991.5,5283,5283,9,9.9,2070,1.569,1585.25,"河北建设投资集团有限责任公司",2012,"大同市灵丘县","hanfenglingfengdianchang",1,0,0,0,0,"Sep 2018",1,"wind",0,0,0,0.29040404040404
"1610","datong",18,12719898,36877,1059991.5,4351,4351,6,10,1050,0.671,670.57,"协鑫集团",2017,"大同市大同县","tongxinguangfu",0,0,1,0,0,"Jun 2018",1,"photovoltaic",0,0,0,0.145833333333333
"1611","datong",18,12719898,36877,1059991.5,3261,3261,2,4.95,1660,0.314,634.135,"京能集团公司",2016,"大同市左云县","liangchengfengdianchang",1,0,0,0,0,"Feb 2018",1,"wind",0,0,0,0.465768799102132
"1612","datong",18,12719898,36877,1059991.5,3626,3626,3,4.8,1320,0.442,920.5,"else",0,"大同市左云县","motianlingfengdianchang",1,0,0,0,0,"Mar 2018",1,"wind",0,0,0,0.381944444444444
"1613","datong",18,12719898,36877,1059991.5,4354,4354,6,2,300,0.175,873.545,"华能集团公司",2016,"大同市天镇县","jiaoyangguangfu",0,0,1,0,1,"Jun 2018",1,"photovoltaic",0,0,0,0.208333333333333
"1614","datong",18,12719898,36877,1059991.5,4395,4395,6,9.7,1200,1.088,1121.165,"格盟集团公司",2009,"大同市新荣区","xiaoyaoshanfengdianchang",1,0,0,0,0,"Jun 2018",1,"wind",0,0,0,0.171821305841924
"1615","datong",18,12719898,36877,1059991.5,5532,5532,10,5,740,0.634,1268.49,"华润集团",2016,"大同市新荣区","qixinguangfu",0,0,1,0,0,"Oct 2018",1,"photovoltaic",0,0,0,0.205555555555556
"1616","datong",18,12719898,36877,1059991.5,3307,3307,2,5,600,0.116,231.28,"浙江正泰新能源开发有限公司",2016,"大同市南郊区","zhengtaiguangfu",0,0,1,0,0,"Feb 2018",1,"photovoltaic",0,0,0,0.166666666666667
"1617","datong",18,12719898,36877,1059991.5,3794,3794,4,4.95,750,0.337,680.782,"大唐集团公司",2013,"大同市浑源县","lingyunkoufengdianchang",1,0,0,0,1,"Apr 2018",1,"wind",0,0,0,0.21043771043771
"1618","datong",18,12719898,36877,1059991.5,4037,4037,5,12,980,0.486,405.108,"大唐集团公司",2008,"大同市左云县","wulushanfengdianchang",1,0,0,0,1,"May 2018",1,"wind",0,0,0,0.113425925925926
"1619","datong",18,12719898,36877,1059991.5,4363,4363,6,252,117560,58.725,2330.337,"else",0,"大同市云岗区","tashandianchang",0,0,0,1,0,"Jun 2018",1,"fossil-fuel",0,0,0,0.647927689594356
"1620","datong",18,12719898,36877,1059991.5,5619,5619,10,19.65,3340,3.041,1547.66,"中国华电集团",2011,"大同市广灵县","guanglingdiandingshan",0,0,0,1,1,"Oct 2018",1,"fossil-fuel",0,0,0,0.236075770426915
"1621","datong",18,12719898,36877,1059991.5,6064,6064,11,4.8,930,0.337,1684.81,"国电集团公司",2018,"大同市阳高县","cailiangshanfengdianchang",1,0,0,0,1,"Nov 2018",1,"wind",0,0,0,0.269097222222222
"1622","datong",18,12719898,36877,1059991.5,4001,4001,4,10,1540,0.566,565.761,"京能集团",2016,"大同市南郊区","jiaoxinguangfu",0,0,1,0,0,"Apr 2018",1,"photovoltaic",0,0,0,0.213888888888889
"1623","datong",18,12719898,36877,1059991.5,4610,4610,7,4.95,510,0.812,1640.913,"京能集团公司",2016,"大同市左云县","liangchengfengdianchang",1,0,0,0,0,"Jul 2018",1,"wind",0,0,0,0.143097643097643
"1624","datong",18,12719898,36877,1059991.5,5339,5339,9,9.9,6060,3.193,3225.36,"else",0,"大同市广灵县","wanghufengdianchang",1,0,0,0,0,"Sep 2018",1,"wind",0,0,0,0.85016835016835
"1625","datong",18,12719898,36877,1059991.5,6067,6067,11,2,270,0.31,1552.29,"华能集团公司",2016,"大同市天镇县","jiaoyangguangfu",0,0,1,0,1,"Nov 2018",1,"photovoltaic",0,0,0,0.1875
"1626","datong",18,12719898,36877,1059991.5,3884,3884,4,3,430,0.16,531.747,"大唐集团公司",2017,"大同市天镇县","huancuishanguangfu",0,0,1,0,1,"Apr 2018",1,"photovoltaic",0,0,0,0.199074074074074
"1627","datong",18,12719898,36877,1059991.5,3357,3357,2,19.65,5010,1.002,509.718,"else",0,"大同市广灵县","diandingshanfengdianchang",1,0,0,0,0,"Feb 2018",1,"wind",0,0,0,0.354113655640373
"1628","datong",18,12719898,36877,1059991.5,6112,6112,12,10,1130,1.109,1108.53,"else",2019,"大同市开发区","huayuedianchang",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.156944444444444
"1629","datong",18,12719898,36877,1059991.5,3887,3887,4,19.65,3400,1.695,862.357,"else",0,"大同市广灵县","diandingshanfengdianchang",1,0,0,0,0,"Apr 2018",1,"wind",0,0,0,0.240316652530393
"1630","datong",18,12719898,36877,1059991.5,4131,4131,5,9.7,1700,0.967,997.164,"格盟集团公司",2009,"大同市新荣区","xiaoyaoshanfengdianchang",1,0,0,0,0,"May 2018",1,"wind",0,0,0,0.243413516609393
"1631","datong",18,12719898,36877,1059991.5,5507,5507,10,10,220,0.919,919.15,"else",2019,"大同市开发区","huayuedianchang",0,0,0,1,0,"Oct 2018",1,"fossil-fuel",0,0,0,0.0305555555555556
"1632","datong",18,12719898,36877,1059991.5,4983,4983,8,9.7,550,1.226,1263.51,"格盟集团公司",2009,"大同市新荣区","xiaoyaoshanfengdianchang",1,0,0,0,0,"Aug 2018",1,"wind",0,0,0,0.0787514318442154
"1633","datong",18,12719898,36877,1059991.5,3527,3527,3,4.95,530,0.262,529.879,"大唐集团公司",2013,"大同市浑源县","lingyunkoufengdianchang",1,0,0,0,1,"Mar 2018",1,"wind",0,0,0,0.148709315375982
"1634","datong",18,12719898,36877,1059991.5,5712,5712,10,3,380,0.394,1312.35,"大唐集团公司",2017,"大同市天镇县","huancuishanguangfu",0,0,1,0,1,"Oct 2018",1,"photovoltaic",0,0,0,0.175925925925926
"1635","datong",18,12719898,36877,1059991.5,5594,5594,10,10,1520,1.399,1399.27,"else",2017,"大同市新荣区","changlianguangfu",0,0,1,0,0,"Oct 2018",1,"photovoltaic",0,0,0,0.211111111111111
"1636","datong",18,12719898,36877,1059991.5,6080,6080,12,44,22600,18.558,422.22,"大唐集团公司",2003,"大同市平城区","yungangyiqi",0,0,0,1,1,"Dec 2018",1,"fossil-fuel",0,0,0,0.713383838383838
"1637","datong",18,12719898,36877,1059991.5,5713,5713,10,2,170,0.157,786.62,"同煤集团",2018,"大同市云岗区","suolaguangfu",0,0,1,0,0,"Oct 2018",1,"photovoltaic",0,0,0,0.118055555555556
"1638","datong",18,12719898,36877,1059991.5,5717,5717,10,1,140,0.138,1380.37,"山西国际能源集团",2016,"大同市新荣区","changjialingguangfu",0,0,1,0,0,"Oct 2018",1,"photovoltaic",0,0,0,0.194444444444444
"1639","datong",18,12719898,36877,1059991.5,5232,5232,9,10,1020,1.007,1007.02,"协鑫集团",2017,"大同市大同县","tongxinguangfu",0,0,1,0,0,"Sep 2018",1,"photovoltaic",0,0,0,0.141666666666667
"1640","datong",18,12719898,36877,1059991.5,4421,4421,6,4.8,710,0.767,1597.342,"else",0,"大同市左云县","motianlingfengdianchang",1,0,0,0,0,"Jun 2018",1,"wind",0,0,0,0.205439814814815
"1641","datong",18,12719898,36877,1059991.5,4950,4950,8,9.9,1960,2.587,2612.83,"else",0,"大同市广灵县","wanghufengdianchang",1,0,0,0,0,"Aug 2018",1,"wind",0,0,0,0.274971941638608
"1642","datong",18,12719898,36877,1059991.5,5315,5315,9,1,130,0.124,1238.04,"山西国际能源集团",2016,"大同市新荣区","changjialingguangfu",0,0,1,0,0,"Sep 2018",1,"photovoltaic",0,0,0,0.180555555555556
"1643","datong",18,12719898,36877,1059991.5,4304,4304,6,12,770,0.563,469.417,"大唐集团公司",2008,"大同市左云县","wulushanfengdianchang",1,0,0,0,1,"Jun 2018",1,"wind",0,0,0,0.0891203703703704
"1644","datong",18,12719898,36877,1059991.5,4182,4182,5,1,160,0.072,723.74,"山西国际能源集团",2016,"大同市新荣区","changjialingguangfu",0,0,1,0,0,"May 2018",1,"photovoltaic",0,0,0,0.222222222222222
"1645","datong",18,12719898,36877,1059991.5,5897,5897,11,10,1240,1.523,1522.88,"else",2017,"大同市新荣区","changlianguangfu",0,0,1,0,0,"Nov 2018",1,"photovoltaic",0,0,0,0.172222222222222
"1646","datong",18,12719898,36877,1059991.5,5075,5075,8,1,140,0.111,1108.87,"山西国际能源集团",2016,"大同市新荣区","changjialingguangfu",0,0,1,0,0,"Aug 2018",1,"photovoltaic",0,0,0,0.194444444444444
"1647","datong",18,12719898,36877,1059991.5,4323,4323,6,10,1480,0.855,855.096,"else",2017,"大同市新荣区","changlianguangfu",0,0,1,0,0,"Jun 2018",1,"photovoltaic",0,0,0,0.205555555555556
"1648","datong",18,12719898,36877,1059991.5,3905,3905,4,9.9,2510,0.997,1006.843,"else",0,"大同市广灵县","yuemingshanfengdianchang",1,0,0,0,0,"Apr 2018",1,"wind",0,0,0,0.352132435465769
"1649","datong",18,12719898,36877,1059991.5,3502,3502,3,27,7310,1.839,680.939,"中煤集团",2011,"大同市南郊区","yunfengdianchang",0,0,0,1,0,"Mar 2018",1,"fossil-fuel",0,0,0,0.376028806584362
"1650","datong",18,12719898,36877,1059991.5,5850,5850,11,9.9,1640,2.075,2095.86,"else",0,"大同市天镇县","tianzhendaliangshan",0,0,0,1,0,"Nov 2018",1,"fossil-fuel",0,0,0,0.230078563411897
"1651","datong",18,12719898,36877,1059991.5,6214,6214,12,9.9,2530,2.589,2615.587,"华润集团",2012,"大同市广灵县","guanglingyuemingshan",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.354938271604938
"1652","datong",18,12719898,36877,1059991.5,6215,6215,12,19.88,8800,5.253,4859.443,"山西广灵润广卧羊场风力发电有限公司",2015,"大同市广灵县","guanglingwanghu",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.614799910574559
"1653","datong",18,12719898,36877,1059991.5,5325,5325,9,9.9,2360,1.961,1980.88,"else",0,"大同市天镇县","shengfenglingfengdianchang",1,0,0,0,0,"Sep 2018",1,"wind",0,0,0,0.331088664421998
"1654","datong",18,12719898,36877,1059991.5,5688,5688,10,4.8,1000,0.844,1758.31,"else",0,"大同市浑源县","hunyuanzeqingling",0,0,0,1,0,"Oct 2018",1,"fossil-fuel",0,0,0,0.289351851851852
"1655","datong",18,12719898,36877,1059991.5,4032,4032,5,44,12660,8.753,1989.401,"大唐集团公司",2003,"大同市平城区","yungangyiqi",0,0,0,1,1,"May 2018",1,"fossil-fuel",0,0,0,0.399621212121212
"1656","datong",18,12719898,36877,1059991.5,5168,5168,9,3,320,0.314,1047.13,"中广核集团",2015,"大同市大同县","shihuaguangfu",0,0,1,0,0,"Sep 2018",1,"photovoltaic",0,0,0,0.148148148148148
"1657","datong",18,12719898,36877,1059991.5,4805,4805,7,2,250,0.175,873.86,"江山控股",2016,"大同市大同县","wantongguangfu",0,0,1,0,0,"Jul 2018",1,"photovoltaic",0,0,0,0.173611111111111
"1658","datong",18,12719898,36877,1059991.5,6154,6154,12,9.9,2720,2.347,2370.596,"else",0,"大同市天镇县","tianzhendaliangshan",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.381593714927048
"1659","datong",18,12719898,36877,1059991.5,3917,3917,4,5,740,0.258,515.83,"浙江正泰新能源开发有限公司",2016,"大同市南郊区","zhengtaiguangfu",0,0,1,0,0,"Apr 2018",1,"photovoltaic",0,0,0,0.205555555555556
"1660","datong",18,12719898,36877,1059991.5,3647,3647,3,2,170,0.041,202.56,"同煤集团",2018,"大同市云岗区","suolaguangfu",0,0,1,0,0,"Mar 2018",1,"photovoltaic",0,0,0,0.118055555555556
"1661","datong",18,12719898,36877,1059991.5,4890,4890,8,4.95,350,0.683,1379.19,"河北建设投资集团有限责任公司",2016,"大同市灵丘县","yijiadianfengdianchang",1,0,0,0,0,"Aug 2018",1,"wind",0,0,0,0.0982042648709315
"1662","datong",18,12719898,36877,1059991.5,5985,5985,11,4.95,560,0.672,1357.15,"else",0,"大同市浑源县","hunyuanlingyunkou",0,0,0,1,0,"Nov 2018",1,"fossil-fuel",0,0,0,0.15712682379349
"1663","datong",18,12719898,36877,1059991.5,6107,6107,12,4.95,1350,1.302,2630.946,"else",0,"大同市云岗区","liangcheng",0,0,0,1,0,"Dec 2018",1,"fossil-fuel",0,0,0,0.378787878787879
"1664","datong",18,12719898,36877,1059991.5,4772,4772,7,4.8,470,0.628,1309.204,"大唐集团公司",2013,"大同市浑源县","zeqinglingfengdianchang",1,0,0,0,1,"Jul 2018",1,"wind",0,0,0,0.13599537037037
"1665","datong",18,12719898,36877,1059991.5,4057,4057,5,4.95,510,0.388,784.212,"大唐集团公司",2013,"大同市浑源县","lingyunkoufengdianchang",1,0,0,0,1,"May 2018",1,"wind",0,0,0,0.143097643097643
